PERSON_IDENTIFIER,TERM_DESC,CRN,SUBJ_CODE,CRSE_NUMB,SECTION,SCHEDULE_TYPE,TITLE
3355,Fall Semester 2022,12741,COMP,490,010,RES,COMPUTER SCIENCE PROJECTS
3355,Fall Semester 2022,14288,COMP,347,001,SEM,COMP MICROBIAL FORENSICS
3355,Fall Semester 2022,14423,COMP,341,001,LEC,PRACTICAL MACHINE LEARNING
3356,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3356,Fall Semester 2022,11922,COMP,301,001,LEC,COMPUTER ETHICS
3356,Fall Semester 2022,12170,DSCI,304,002,LL,DATA VISUALIZATION
3356,Fall Semester 2022,14624,COMP,310,001,LEC,ADV OBJECT-ORIENTED PROG
3357,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3357,Fall Semester 2022,13952,KORE,263,001,LEC,SECOND YEAR KOREAN I
3357,Fall Semester 2022,14624,COMP,310,001,LEC,ADV OBJECT-ORIENTED PROG
3358,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3358,Fall Semester 2022,12170,DSCI,304,002,LL,DATA VISUALIZATION
3358,Fall Semester 2022,12733,ELEC,478,002,LEC,INTRO TO MACHINE LEARNING
3358,Fall Semester 2022,14287,RELI,123,001,LEC,INTRO TO WORLD CHRISTIANITY
3359,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3359,Fall Semester 2022,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
3359,Fall Semester 2022,12169,DSCI,304,001,LL,DATA VISUALIZATION
3359,Fall Semester 2022,13528,COMP,215,001,LL,INTRODUCTION TO PROGRAM DESIGN
3359,Fall Semester 2022,14287,RELI,123,001,LEC,INTRO TO WORLD CHRISTIANITY
3360,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3360,Fall Semester 2022,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
3360,Fall Semester 2022,12733,ELEC,478,002,LEC,INTRO TO MACHINE LEARNING
3360,Fall Semester 2022,13528,COMP,215,001,LL,INTRODUCTION TO PROGRAM DESIGN
3361,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3361,Fall Semester 2022,14299,BUSI,305,003,LEC,FINANCIAL ACCOUNTING
3361,Fall Semester 2022,12733,ELEC,478,002,LEC,INTRO TO MACHINE LEARNING
3361,Fall Semester 2022,14634,COMP,442,001,LEC,REINFORCEMENT LEARNING
3362,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3362,Fall Semester 2022,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
3362,Fall Semester 2022,13510,BIOS,329,001,LEC,ANIMAL DIVERSITY
3362,Fall Semester 2022,14625,COMP,310,002,LEC,ADV OBJECT-ORIENTED PROG
3363,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3363,Fall Semester 2022,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
3363,Fall Semester 2022,14319,COLL,128,001,LEC,THE ART OF LAZY PROGRAMMING
3363,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
3363,Fall Semester 2022,14423,COMP,341,001,LEC,PRACTICAL MACHINE LEARNING
3364,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3364,Fall Semester 2022,11363,STAT,425,001,LEC,INTRO TO BAYESIAN INFERENCE
3364,Fall Semester 2022,13207,MATH,355,002,LEC,LINEAR ALGEBRA
3364,Fall Semester 2022,14625,COMP,310,002,LEC,ADV OBJECT-ORIENTED PROG
3365,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3365,Fall Semester 2022,12181,MATH,356,001,LEC,ABSTRACT ALGEBRA I
3365,Fall Semester 2022,12733,ELEC,478,002,LEC,INTRO TO MACHINE LEARNING
3365,Fall Semester 2022,14624,COMP,310,001,LEC,ADV OBJECT-ORIENTED PROG
3366,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3366,Fall Semester 2022,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
3366,Fall Semester 2022,14358,ASIA,219,001,LEC,MODERN JAPAN
3366,Fall Semester 2022,14625,COMP,310,002,LEC,ADV OBJECT-ORIENTED PROG
3367,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3367,Fall Semester 2022,11922,COMP,301,001,LEC,COMPUTER ETHICS
3367,Fall Semester 2022,12576,FREN,263,002,LEC,SECOND YEAR FRENCH I
3367,Fall Semester 2022,12733,ELEC,478,002,LEC,INTRO TO MACHINE LEARNING
3367,Fall Semester 2022,14624,COMP,310,001,LEC,ADV OBJECT-ORIENTED PROG
3368,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3368,Fall Semester 2022,11986,COMP,414,001,LEC,"ALGORITHMS, COMPLEX. & APPROX"
3368,Fall Semester 2022,12733,ELEC,478,002,LEC,INTRO TO MACHINE LEARNING
3368,Fall Semester 2022,14606,ELEC,477,001,LEC,QUANTUM COMPUTING WITH QISKIT
3368,Fall Semester 2022,14634,COMP,442,001,LEC,REINFORCEMENT LEARNING
3369,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3369,Fall Semester 2022,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
3369,Fall Semester 2022,11874,SPAN,264,002,LEC,SECOND YEAR SPANISH II
3369,Fall Semester 2022,14423,COMP,341,001,LEC,PRACTICAL MACHINE LEARNING
3369,Fall Semester 2022,14624,COMP,310,001,LEC,ADV OBJECT-ORIENTED PROG
3370,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3370,Fall Semester 2022,11376,BUSI,305,002,LEC,FINANCIAL ACCOUNTING
3370,Fall Semester 2022,11922,COMP,301,001,LEC,COMPUTER ETHICS
3370,Fall Semester 2022,14256,COMP,321,001,LL,INTRO TO COMPUTER SYSTEMS
3371,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3371,Fall Semester 2022,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
3371,Fall Semester 2022,11874,SPAN,264,002,LEC,SECOND YEAR SPANISH II
3371,Fall Semester 2022,14624,COMP,310,001,LEC,ADV OBJECT-ORIENTED PROG
3372,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3372,Fall Semester 2022,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
3372,Fall Semester 2022,14256,COMP,321,001,LL,INTRO TO COMPUTER SYSTEMS
3372,Fall Semester 2022,14423,COMP,341,001,LEC,PRACTICAL MACHINE LEARNING
3373,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3373,Fall Semester 2022,13512,ECON,205,002,LEC,INTRODUCTION TO GAME THEORY
3373,Fall Semester 2022,14510,DSCI,305,002,SEM,"DATA, ETHICS, AND SOCIETY"
3373,Fall Semester 2022,14625,COMP,310,002,LEC,ADV OBJECT-ORIENTED PROG
3374,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3374,Fall Semester 2022,12169,DSCI,304,001,LL,DATA VISUALIZATION
3374,Fall Semester 2022,14625,COMP,310,002,LEC,ADV OBJECT-ORIENTED PROG
3374,Fall Semester 2022,14870,COMP,449,002,LL,DATA SCIENCE PROJECTS
3375,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3375,Fall Semester 2022,12170,DSCI,304,002,LL,DATA VISUALIZATION
3375,Fall Semester 2022,13339,COMP,422,001,LEC,PARALLEL COMPUTING
3375,Fall Semester 2022,14625,COMP,310,002,LEC,ADV OBJECT-ORIENTED PROG
3376,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3376,Fall Semester 2022,11977,STAT,315,005,LL,STATISTICS FOR DATA SCIENCE
3376,Fall Semester 2022,13528,COMP,215,001,LL,INTRODUCTION TO PROGRAM DESIGN
3376,Fall Semester 2022,13207,MATH,355,002,LEC,LINEAR ALGEBRA
3377,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3377,Fall Semester 2022,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
3377,Fall Semester 2022,12169,DSCI,304,001,LL,DATA VISUALIZATION
3377,Fall Semester 2022,13527,COMP,215,002,LL,INTRODUCTION TO PROGRAM DESIGN
3378,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3378,Fall Semester 2022,11922,COMP,301,001,LEC,COMPUTER ETHICS
3378,Fall Semester 2022,12169,DSCI,304,001,LL,DATA VISUALIZATION
3378,Fall Semester 2022,14624,COMP,310,001,LEC,ADV OBJECT-ORIENTED PROG
3379,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3379,Fall Semester 2022,12170,DSCI,304,002,LL,DATA VISUALIZATION
3379,Fall Semester 2022,13527,COMP,215,002,LL,INTRODUCTION TO PROGRAM DESIGN
3379,Fall Semester 2022,13709,STAT,487,001,LEC,COFES BLOCKCHAIN/CRYPTO
3380,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3380,Fall Semester 2022,11155,COMP,382,002,LL,REASONING ABOUT ALGORITHMS
3380,Fall Semester 2022,12303,PHIL,345,001,LEC,THEORY OF KNOWLEDGE
3380,Fall Semester 2022,14236,ENGL,338,001,LEC,BRITISH ROMANTICISM
3381,Fall Semester 2022,10712,COMP,330,001,LEC,TOOLS & MODELS - DATA SCIENCE
3381,Fall Semester 2022,11156,COMP,382,003,LL,REASONING ABOUT ALGORITHMS
3381,Fall Semester 2022,12947,LING,200,003,LEC,INTRO TO STUDY OF LANGUAGE
3381,Fall Semester 2022,13528,COMP,215,001,LL,INTRODUCTION TO PROGRAM DESIGN
3381,Fall Semester 2022,14714,COMP,390,016,RES,COMPUTER SCIENCE PROJECTS
3382,Fall Semester 2022,10714,JAPA,141,003,LEC,FIRST YEAR JAPANESE I
3382,Fall Semester 2022,11363,STAT,425,001,LEC,INTRO TO BAYESIAN INFERENCE
3382,Fall Semester 2022,11919,STAT,413,001,LEC,INTRO TO STAT MACHINE LEARNING
3382,Fall Semester 2022,12231,STAT,450,001,LEC,SENIOR CAPSTONE PROJECT
3382,Fall Semester 2022,13302,ECON,209,003,LL,APPLIED ECONOMETRICS
3383,Fall Semester 2022,10714,JAPA,141,003,LEC,FIRST YEAR JAPANESE I
3383,Fall Semester 2022,11606,PSYC,202,001,LEC,INTRO TO SOCIAL PSYCHOLOGY
3383,Fall Semester 2022,13717,ELEC,220,005,LL,FUND COMPUTER ENGINEERING
3383,Fall Semester 2022,14933,COMP,182,002,LL,ALGORITHMIC THINKING
3384,Fall Semester 2022,10714,JAPA,141,003,LEC,FIRST YEAR JAPANESE I
3384,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3384,Fall Semester 2022,14156,MATH,212,S08,LEC,MULTIVARIABLE CALCULUS
3384,Fall Semester 2022,12695,PSYC,203,003,LEC,INTRO TO COGNITIVE PSYCHOLOGY
3384,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
3384,Fall Semester 2022,13552,COMP,140,901,LL,COMPUTATIONAL THINKING
3385,Fall Semester 2022,10714,JAPA,141,003,LEC,FIRST YEAR JAPANESE I
3385,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
3385,Fall Semester 2022,13218,CHEM,121,S02,LL,GENERAL CHEMISTRY I
3385,Fall Semester 2022,13733,CHEM,123,009,LAB,GENERAL CHEMISTRY LAB I
3385,Fall Semester 2022,14670,FWIS,155,001,SEM,WRITING ASIAN FOOD
3386,Fall Semester 2022,10714,JAPA,141,003,LEC,FIRST YEAR JAPANESE I
3386,Fall Semester 2022,12179,MATH,101,S05,LEC,SINGLE VARIABLE CALCULUS I
3386,Fall Semester 2022,14299,BUSI,305,003,LEC,FINANCIAL ACCOUNTING
3386,Fall Semester 2022,12777,FWIS,100,011,SEM,INTRO TO ACADEMIC WRITING
3386,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
3387,Fall Semester 2022,10714,JAPA,141,003,LEC,FIRST YEAR JAPANESE I
3387,Fall Semester 2022,12306,ASTR,101,001,LEC,"STARS, GALAXIES & THE UNIVERSE"
3387,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
3387,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
3387,Fall Semester 2022,14368,ASIA,214,001,LEC,E ASIAN ART CULTURAL HERITAGE
3388,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3388,Fall Semester 2022,11625,LING,401,001,LEC,ANALYSIS OF SOUND PATTERNS
3388,Fall Semester 2022,12254,ANTH,203,001,LEC,INTRO BIOLOGICAL ANTHROPOLOGY
3388,Fall Semester 2022,14031,LING,415,001,LEC,SOCIOLINGUISTICS
3388,Fall Semester 2022,14341,ANTH,352,001,LEC,PEOPLE AND ANIMALS IN THE PAST
3389,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3389,Fall Semester 2022,11588,LATI,101,001,LEC,ELEMENTARY LATIN I
3389,Fall Semester 2022,12151,CLAS,102,001,LEC,INTRO TO HIST OF WESTERN ART I
3389,Fall Semester 2022,14041,CLAS,218,001,LEC,GREEK ART AND ARCHAEOLOGY
3390,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3390,Fall Semester 2022,14172,HART,265,001,LEC,ART/ POLITICS MOD LATIN AMER
3390,Fall Semester 2022,14226,EEPS,109,001,LEC,OCEANOGRAPHY
3390,Fall Semester 2022,14050,LALX,378,001,LEC,LATIN AM. POLITICAL THOUGHT
3390,Fall Semester 2022,14012,HIST,331,001,LEC,THE CUBAN REVOLUTION
3391,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3391,Fall Semester 2022,14226,EEPS,109,001,LEC,OCEANOGRAPHY
3391,Fall Semester 2022,13955,SPAN,322,003,LEC,SPAN FOR INTERCULTURAL COMM II
3391,Fall Semester 2022,14007,HIST,246,001,LEC,AMERICAN CIVIL WAR ERA
3391,Fall Semester 2022,14012,HIST,331,001,LEC,THE CUBAN REVOLUTION
3392,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3392,Fall Semester 2022,11689,MDHM,201,001,SEM,INTRO TO MEDICAL HUMANITIES
3392,Fall Semester 2022,12342,BIOS,301,S01,LEC,BIOCHEMISTRY I
3392,Fall Semester 2022,12343,BIOS,310,001,RES,IND RES FOR BIOS UNDERGRADS
3392,Fall Semester 2022,12388,BIOS,311,002,LAB,ADV EXPERIMENTAL BIOSCIENCES
3393,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3393,Fall Semester 2022,14165,POLI,212,002,LEC,INTRO TO COMPARATIVE POLITICS
3393,Fall Semester 2022,13977,ENGL,260,001,LEC,WHAT IS AMERICAN LITERATURE
3393,Fall Semester 2022,13902,ANTH,396,001,SEM,LAW AND RESISTANCE
3394,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3394,Fall Semester 2022,13125,SOCI,301,001,LEC,SOCIAL INEQUALITY
3394,Fall Semester 2022,14226,EEPS,109,001,LEC,OCEANOGRAPHY
3394,Fall Semester 2022,14385,RELI,120,001,LEC,BIBLICAL ETHICS
3395,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3395,Fall Semester 2022,11688,ANTH,493,001,SEM,SENIOR RESEARCH PREPARATION
3395,Fall Semester 2022,13896,ANTH,332,001,SEM,SOCIAL LIFE OF CLEAN ENERGY
3395,Fall Semester 2022,13909,ANTH,409,001,SEM,SLOW READING SEM
3395,Fall Semester 2022,13911,ANTH,418,001,SEM,WRITING ETHNOGRAPHY
3396,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3396,Fall Semester 2022,14359,ASIA,236,001,LEC,BUDDHISM AND SCIENCE
3396,Fall Semester 2022,14374,ASIA,224,001,LEC,A HISTORY OF THE SILK ROADS
3396,Fall Semester 2022,13965,EEPS,116,001,LEC,EARTH AND THE SOLAR SYSTEM
3396,Fall Semester 2022,14548,PHIL,289,001,LEC,HISTORY OF CHINESE PHILOSOPHY
3397,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3397,Fall Semester 2022,12317,BIOS,204,001,LL,COMMUNITY GARDEN
3397,Fall Semester 2022,13258,EEPS,110,001,LEC,"EARTH, ENVIRONMENT, & SOCIETY"
3397,Fall Semester 2022,14374,ASIA,224,001,LEC,A HISTORY OF THE SILK ROADS
3397,Fall Semester 2022,13951,KORE,141,003,LEC,FIRST YEAR KOREAN I
3398,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3398,Fall Semester 2022,11988,SMGT,260,001,LEC,INTRO TO SPORT MANAGEMENT
3398,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
3398,Fall Semester 2022,13002,PHIL,400,001,RES,PHILOSOPHY AND POETRY
3398,Fall Semester 2022,14001,FWIS,150,001,SEM,THE WORLD OF MEDIEVAL MEDICINE
3398,Fall Semester 2022,14745,PLST,477,001,LEC,THE RUSSO-UKRANIAN WAR
3399,Fall Semester 2022,10715,ANTH,205,001,LEC,INTRO TO ARCHAEOLOGY
3399,Fall Semester 2022,13893,ANTH,201,001,LEC,INTRO TO SOCIAL/CULTURAL ANTH
3399,Fall Semester 2022,14730,SOCI,101,005,LEC,INTRODUCTION TO SOCIOLOGY
3399,Fall Semester 2022,14920,ANTH,328,001,SEM,VISUAL ANTHROPOLOGY
3400,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3400,Fall Semester 2022,11738,RCEL,100,001,LL,SELF-AWARENESS & THE ENGINEER
3400,Fall Semester 2022,12570,ENST,301,001,SEM,ENVIRONMENTAL JUSTICE
3400,Fall Semester 2022,12695,PSYC,203,003,LEC,INTRO TO COGNITIVE PSYCHOLOGY
3400,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
3400,Fall Semester 2022,13652,MATH,212,S07,LEC,MULTIVARIABLE CALCULUS
3401,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3401,Fall Semester 2022,11323,MATH,101,S01,LEC,SINGLE VARIABLE CALCULUS I
3401,Fall Semester 2022,12880,ECON,100,004,LEC,PRINCIPLES OF ECONOMICS
3401,Fall Semester 2022,14250,ENGI,101,001,SEM,INTRODUCTION TO ENGINEERING
3401,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
3401,Fall Semester 2022,14670,FWIS,155,001,SEM,WRITING ASIAN FOOD
3402,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3402,Fall Semester 2022,11868,MATH,102,S04,LEC,SINGLE VARIABLE CALCULUS II
3402,Fall Semester 2022,12316,BIOS,201,S01,LEC,INTRODUCTORY BIOLOGY I
3402,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
3402,Fall Semester 2022,14262,FREN,301,001,SEM,ADV GRAM & LIT & CULTURAL APP
3402,Fall Semester 2022,14703,FWIS,141,001,SEM,TECHNOLOGIES OF TASTE
3403,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3403,Fall Semester 2022,11354,MATH,212,S02,LEC,MULTIVARIABLE CALCULUS
3403,Fall Semester 2022,11738,RCEL,100,001,LL,SELF-AWARENESS & THE ENGINEER
3403,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
3403,Fall Semester 2022,13717,ELEC,220,005,LL,FUND COMPUTER ENGINEERING
3403,Fall Semester 2022,14003,FWIS,181,001,SEM,AFRICAN AMERICAN GRAPHIC NOVEL
3404,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3404,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
3404,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
3404,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
3404,Fall Semester 2022,14404,DSCI,101,002,LL,INTRO TO DATA SCIENCE
3404,Fall Semester 2022,14725,MUSI,334,002,STU,CAMPANILE ORCHESTRA
3405,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3405,Fall Semester 2022,10740,FWIS,100,002,SEM,INTRO TO ACADEMIC WRITING
3405,Fall Semester 2022,12879,ECON,100,003,LEC,PRINCIPLES OF ECONOMICS
3405,Fall Semester 2022,13532,COMP,140,004,LL,COMPUTATIONAL THINKING
3405,Fall Semester 2022,13652,MATH,212,S07,LEC,MULTIVARIABLE CALCULUS
3406,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3406,Fall Semester 2022,14163,POLI,211,003,LEC,INTRO TO INTERNAT'L RELATIONS
3406,Fall Semester 2022,14154,MATH,101,S02,LEC,SINGLE VARIABLE CALCULUS I
3406,Fall Semester 2022,13531,COMP,140,002,LL,COMPUTATIONAL THINKING
3406,Fall Semester 2022,13804,PSYC,101,003,LEC,INTRODUCTION TO PSYCHOLOGY
3406,Fall Semester 2022,14618,FWIS,176,001,SEM,WRITING SOCIAL MEDIA
3407,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3407,Fall Semester 2022,11923,MATH,111,S01,LEC,CALCULUS: DIFFERENTIATION
3407,Fall Semester 2022,12576,FREN,263,002,LEC,SECOND YEAR FRENCH I
3407,Fall Semester 2022,13532,COMP,140,004,LL,COMPUTATIONAL THINKING
3407,Fall Semester 2022,14730,SOCI,101,005,LEC,INTRODUCTION TO SOCIOLOGY
3407,Fall Semester 2022,14764,LING,205,001,LEC,LANGUAGE AND SOCIETY
3408,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3408,Fall Semester 2022,11868,MATH,102,S04,LEC,SINGLE VARIABLE CALCULUS II
3408,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
3408,Fall Semester 2022,13532,COMP,140,004,LL,COMPUTATIONAL THINKING
3408,Fall Semester 2022,13571,FWIS,195,001,SEM,LAW AND ITS TRANSGRESSION
3408,Fall Semester 2022,14671,BUSI,360,001,LEC,FOUNDER'S JOURNEY
3409,Fall Semester 2022,10716,ENGI,100,001,LAB,INTRO SPATIAL VISUALIZATION
3409,Fall Semester 2022,14154,MATH,101,S02,LEC,SINGLE VARIABLE CALCULUS I
3409,Fall Semester 2022,14341,ANTH,352,001,LEC,PEOPLE AND ANIMALS IN THE PAST
3409,Fall Semester 2022,14707,ELEC,220,006,LL,FUND COMPUTER ENGINEERING
3409,Fall Semester 2022,14764,LING,205,001,LEC,LANGUAGE AND SOCIETY
3410,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
3410,Fall Semester 2022,11601,SOCI,101,004,LEC,INTRODUCTION TO SOCIOLOGY
3410,Fall Semester 2022,12179,MATH,101,S05,LEC,SINGLE VARIABLE CALCULUS I
3410,Fall Semester 2022,14171,HART,205,001,LEC,ART SINCE 1945
3410,Fall Semester 2022,12907,FWIS,100,013,SEM,INTRO TO ACADEMIC WRITING
3410,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
3411,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
3411,Fall Semester 2022,14155,MATH,101,S04,LEC,SINGLE VARIABLE CALCULUS I
3411,Fall Semester 2022,14336,HUMA,131,001,LEC,WHAT IS AN (AB)NORMAL BODY?
3411,Fall Semester 2022,14404,DSCI,101,002,LL,INTRO TO DATA SCIENCE
3411,Fall Semester 2022,14274,CAAM,210,006,LL,INTRO TO ENG COMPUTATION
3411,Fall Semester 2022,14793,FWIS,173,001,SEM,LGBTQ+ LITERARY CLASSICS
3412,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
3412,Fall Semester 2022,14154,MATH,101,S02,LEC,SINGLE VARIABLE CALCULUS I
3412,Fall Semester 2022,14327,ENGL,262,001,SEM,WHODUNIT & OTHER MYSTERIES
3412,Fall Semester 2022,13529,COMP,140,001,LL,COMPUTATIONAL THINKING
3412,Fall Semester 2022,14730,SOCI,101,005,LEC,INTRODUCTION TO SOCIOLOGY
3413,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
3413,Fall Semester 2022,11354,MATH,212,S02,LEC,MULTIVARIABLE CALCULUS
3413,Fall Semester 2022,11533,ECON,200,001,LL,MICROECONOMICS
3413,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
3413,Fall Semester 2022,14053,PHIL,160,001,LEC,MORAL PROBLEMS
3414,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
3414,Fall Semester 2022,11011,CHEM,123,001,LAB,GENERAL CHEMISTRY LAB I
3414,Fall Semester 2022,11601,SOCI,101,004,LEC,INTRODUCTION TO SOCIOLOGY
3414,Fall Semester 2022,14168,LATI,306,001,LEC,OVID'S METAMORPHOSES
3414,Fall Semester 2022,12546,BIOS,300,001,LEC,PARADIGMS IN BIOCHM & CELL BIO
3414,Fall Semester 2022,13217,CHEM,121,S01,LL,GENERAL CHEMISTRY I
3415,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
3415,Fall Semester 2022,11324,MATH,102,S01,LEC,SINGLE VARIABLE CALCULUS II
3415,Fall Semester 2022,12878,ECON,100,002,LEC,PRINCIPLES OF ECONOMICS
3415,Fall Semester 2022,13532,COMP,140,004,LL,COMPUTATIONAL THINKING
3415,Fall Semester 2022,14374,ASIA,224,001,LEC,A HISTORY OF THE SILK ROADS
3416,Fall Semester 2022,10717,ENGI,100,002,LAB,INTRO SPATIAL VISUALIZATION
3416,Fall Semester 2022,13530,COMP,140,003,LL,COMPUTATIONAL THINKING
3416,Fall Semester 2022,13717,ELEC,220,005,LL,FUND COMPUTER ENGINEERING
3416,Fall Semester 2022,14725,MUSI,334,002,STU,CAMPANILE ORCHESTRA
3416,Fall Semester 2022,14670,FWIS,155,001,SEM,WRITING ASIAN FOOD
3416,Fall Semester 2022,15075,MUSI,191,001,STU,VIOLIN FOR NON-MAJORS
3417,Fall Semester 2022,10718,HEAL,103,002,LEC,NUTRITION
3417,Fall Semester 2022,11757,KINE,321,003,LEC,EXERCISE PHYSIOLOGY
3417,Fall Semester 2022,12341,BIOS,299,001,INT,EXPERIENTIAL EDUC IN BIOS
3417,Fall Semester 2022,13534,SOPA,400,003,RES,SOPA CAPSTONE RESEARCH I
3417,Fall Semester 2022,14357,KINE,311,003,LEC,MOTOR LEARNING
