CRN,TERM_CODE,SUBJ_CODE,CRSE_NUMB,SEQ_NUMB,SUBJ_DESC,SCHOOL_DESC,DEPT_DESC,ENRL,MAX_ENRL,MEETING,CRSE_TITLE,XLST_ENRL,XLST_MAX_ENRL,XLST_GROUP,INSTR_NAME,EXAM_TYPE
14000,202310,FWIS,137,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:00AM - 10:50AM MWF HRG 126,POP MUSIC & AMERICAN CULTURE,,,,"Klein, Andrew A.",No Final Exam
14001,202310,FWIS,150,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,02:00PM - 04:30PM W GRW 160A,THE WORLD OF MEDIEVAL MEDICINE,,,,"Fanger, Claire L.",No Final Exam
14003,202310,FWIS,181,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,01:00PM - 02:15PM TR RZR 106,AFRICAN AMERICAN GRAPHIC NOVEL,,,,"Messmer, David K.",No Final Exam
14618,202310,FWIS,176,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,01:00PM - 01:50PM MWF SEW 133,WRITING SOCIAL MEDIA,,,,"Campbell, Baird C.",No Final Exam
14683,202310,FWIS,190,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,7,16,11:00AM - 11:50AM MWF MLC 101,GENDER BENDING IN POP CULTURE,,,,"Choate, Evan W.",No Final Exam
14788,202310,FWIS,103,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,04:00PM - 04:50PM MWF SEW 101,TRUE CRIME AND CRIME FICTION,,,,"Woudstra, Els W.",No Final Exam
14789,202310,FWIS,184,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,02:30PM - 03:45PM TR BKH 233,RELIGION IN AMERICAN POLITICS,,,,"Quezada Llanes, Oscar E.",No Final Exam
14790,202310,FWIS,175,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,11:00AM - 11:50AM MWF GRW 160A,HORROR & RELIGION,,,,"Daniels, DeAnna M.",No Final Exam
14791,202310,FWIS,198,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,11:00AM - 11:50AM MWF WSC 146,CLIMATE CHANGE CLIMATE JUSTICE,,,,"McKisson, Kelly A.",No Final Exam
14793,202310,FWIS,173,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,14,16,02:30PM - 03:45PM TR HUM 118,LGBTQ+ LITERARY CLASSICS,,,,"Clark, Crystal B.",No Final Exam
14794,202310,FWIS,118,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,02:30PM - 03:45PM TR MCA 210,ESPIONAGE IN FILM & LIT,,,,"Ram, Brenna M.",No Final Exam
14795,202310,FWIS,153,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:50AM - 12:05PM TR HUM 226,INTRODUCTION TO INFINITY,,,,"Gwaltney, Ethan W.",Scheduled Final Exam-OTR Room
14670,202310,FWIS,155,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:50AM - 12:05PM TR SEW 562,WRITING ASIAN FOOD,,,,"Ryang, Soon",No Final Exam
14684,202310,FWIS,145,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:00AM - 10:50AM MWF HUM 327,MUSEUMS IN WORLD HISTORY,,,,"Ward, Kerry R.",No Final Exam
14685,202310,FWIS,196,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,09:00AM - 09:50AM MWF HUM 327,BUSINESS IN LITERATURE & FILM,,,,"Pett, Scott A.",No Final Exam
14703,202310,FWIS,141,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,01:00PM - 01:50PM MWF SEW 460,TECHNOLOGIES OF TASTE,,,,"Woudstra, Els W.",No Final Exam
14704,202310,FWIS,141,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,02:00PM - 02:50PM MWF SEW 460,TECHNOLOGIES OF TASTE,,,,"Woudstra, Els W.",No Final Exam
14650,202310,FWIS,195,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,8,16,11:00AM - 11:50AM MWF SEW 562,LAW AND ITS TRANSGRESSION,,,,"Rast, Hubert",No Final Exam
15012,202310,FWIS,123,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:50AM - 12:05PM TR SEW 133,STAR WARS  & WRITING CULTURE,,,,"Messmer, David K.",No Final Exam
10939,202310,GERM,141,002,German,School of Humanities,Cntr Lang & Intercultural Comm,9,16,10:00AM - 10:50AM MWF RZR 310,FIRST YEAR GERMAN I,,,,"Baig, Fatima",No Final Exam
10646,202310,GERM,301,001,German,School of Humanities,Modrn & Classicl Lit & Culture,14,19,11:00AM - 11:50AM MWF BRK 103,THIRD YEAR GERMAN I,,,,"Oesmann, Astrid",No Final Exam
10673,202310,GERM,141,001,German,School of Humanities,Cntr Lang & Intercultural Comm,10,16,09:00AM - 09:50AM MWF RZR 113,FIRST YEAR GERMAN I,,,,"Baig, Fatima",No Final Exam
11443,202310,GERM,263,001,German,School of Humanities,Cntr Lang & Intercultural Comm,9,16,10:00AM - 10:50AM MWF RZR 302,SECOND YEAR GERMAN I,,,,"Kley, Katharina",No Final Exam
12972,202310,GERM,280,001,German,School of Humanities,Modrn & Classicl Lit & Culture,3,25,02:30PM - 03:45PM TR RZR 106,HISTORY OF CINEMA AND MEDIA I,20,25,B3,"Blumenthal-Barby, Martin",No Final Exam
14263,202310,GERM,263,002,German,School of Humanities,Cntr Lang & Intercultural Comm,6,16,02:00PM - 02:50PM MWF RZR 113,SECOND YEAR GERMAN I,,,,"Kley, Katharina",No Final Exam
13427,202310,GERM,399,001,German,School of Humanities,Modrn & Classicl Lit & Culture,1,0,01:00PM - 02:15PM TR TBA TBA,THE GERMAN STUDIES INTERNSHIP,,,,"Oesmann, Astrid",No Final Exam
14047,202310,GERM,307,001,German,School of Humanities,Modrn & Classicl Lit & Culture,6,19,01:00PM - 01:50PM MWF RZR 305,FOLK & FAIRY TALE IN GERMAN,,,,"Oesmann, Astrid",No Final Exam
14048,202310,GERM,335,001,German,School of Humanities,Modrn & Classicl Lit & Culture,17,19,01:00PM - 02:15PM TR RZR 304,GERMAN FILM (IN ENGLISH),,,,"Blumenthal-Barby, Martin",No Final Exam
14049,202310,GERM,402,001,German,School of Humanities,Modrn & Classicl Lit & Culture,4,10,11:00AM - 11:50AM MWF RZR 310,GERMAN TRANSLATION,,,,"Baig, Fatima",No Final Exam
10247,202310,GLHT,400,001,Global Health Technologies,School of Engineering,Global Health Technologies,4,0, -   TBA TBA,GLHT INDEPENDENT RESEARCH,,,,"Bond, Meaghan M.",No Final Exam
10299,202310,GLHT,201,001,Global Health Technologies,School of Engineering,Global Health Technologies,80,88,02:30PM - 03:45PM TR PCF 4,INTRO TO GLOBAL HEALTH,,,,"Nejad, Jasmine",No Final Exam
10300,202310,GLHT,451,001,Global Health Technologies,School of Engineering,Global Health Technologies,7,0,08:30AM - 09:50AM MWF PCF 2,GLOBAL HEALTH DESIGN I,38,0,ZG,"Abidi, Sabia Z.",Scheduled Final Exam-OTR Room
11671,202310,GLHT,314,001,Global Health Technologies,School of Engineering,Global Health Technologies,2,20,11:00AM - 12:15PM MW OED 114,SUST WTR PURIF FOR DEV WORLD,20,20,M1,"Loyo Rosales, Jorge E.",No Final Exam
10198,202310,GREE,101,001,Greek,School of Humanities,Modrn & Classicl Lit & Culture,7,19,02:00PM - 02:50PM MWF RZR 227,ELEMENTARY GREEK I,,,,"Mackie, Hilary S.",Take-Home Exam
10936,202310,GREE,201,001,Greek,School of Humanities,Modrn & Classicl Lit & Culture,3,19,03:00PM - 03:50PM MWF RZR 227,INTERMEDIATE GREEK I: PROSE,,,,"Mackie, Hilary S.",Take-Home Exam
14961,202310,GREE,302,002,Greek,School of Humanities,Modrn & Classicl Lit & Culture,3,15,12:00PM - 12:50PM MWF RZR 204,HOMER,4,15,7B,"Somerville, Ted",Scheduled Final Exam-OTR Room
10514,202310,HART,280,001,Art History,School of Humanities,Art History,5,5,01:00PM - 04:50PM M SEW 301,HISTORY & AESTHETICS OF FILM,18,20,K8,"Dove, Charles",No Final Exam
11365,202310,HART,225,001,Art History,School of Humanities,Art History,4,6,09:25AM - 10:40AM TR MCA 130,INTRO ARCHITECTURAL THINKING,67,70,13,"Geiser, Reto",Take-Home Exam
14180,202310,HART,339,001,Art History,School of Humanities,Art History,4,19,04:00PM - 05:15PM MW HRG 126,AMERICAN ART: 1620-1800,7,19,0O,"Manca, Joseph P.",No Final Exam
11553,202310,HART,300,001,Art History,School of Humanities,Art History,1,0, -   TBA TBA,MUSEUM INTERNSHIP I - MENIL,,,,"Costello, Robert L.",No Final Exam
11562,202310,HART,300,002,Art History,School of Humanities,Art History,1,0, -   TBA TBA,MUSEUM INTERNSHIP I - MFAH,,,,"Costello, Robert L.",No Final Exam
14182,202310,HART,374,001,Art History,School of Humanities,Art History,15,24,09:25AM - 10:40AM TR HRG 126,ART OF THE FRENCH REVOLUTION,17,30,0P,"Costello, Robert L.",No Final Exam
11734,202310,HART,402,001,Art History,School of Humanities,Art History,1,0, -   TBA TBA,HONORS THESIS,,,,"Crawford-Brown, Sophie A.",No Final Exam
12150,202310,HART,101,001,Art History,School of Humanities,Art History,37,70,09:00AM - 09:50AM MWF HRG 100,INTRO TO HIST OF WESTERN ART I,43,70,G9,"Crawford-Brown, Sophie A.",Scheduled Final Exam-Dept Room
14170,202310,HART,125,001,Art History,School of Humanities,Art History,3,19,07:00PM - 10:50PM R HRG 126,GREAT ARTISTS AND FILMS,,,,"Manca, Joseph P.",No Final Exam
14171,202310,HART,205,001,Art History,School of Humanities,Art History,45,200,06:30PM - 09:00PM R SEW 309,ART SINCE 1945,,,,"Hughes, Gordon A.",No Final Exam
14172,202310,HART,265,001,Art History,School of Humanities,Art History,14,40,03:00PM - 05:30PM M HUM 119,ART/ POLITICS MOD LATIN AMER,14,40,0K,"Lopez Duran, Maria Fabiola",No Final Exam
14176,202310,HART,336,001,Art History,School of Humanities,Art History,3,12,01:00PM - 03:30PM T HRG 126,CINEMA AND THE CITY,12,12,01,"Oukaderova, Lida",No Final Exam
14184,202310,HART,385,001,Art History,School of Humanities,Art History,3,10,01:00PM - 03:30PM M HUM 328,ARCH AND LIT ISLAMIC CULTURES,5,15,0Q,"Emami, Farshid",No Final Exam
12638,202310,HART,400,001,Art History,School of Humanities,Art History,1,0, -   TBA TBA,BAYOU BEND UG INTERNSHIP I,1,0,0D,"Manca, Joseph P.",No Final Exam
13492,202310,HART,372,001,Art History,School of Humanities,Art History,15,19,11:00AM - 11:50AM MWF SEW 307,CHINESE ART AND THE WORLD,16,19,L1,"Huang, Shih-Shan S.",Take-Home Exam
14337,202310,HART,320,001,Art History,School of Humanities,Art History,8,12,02:30PM - 03:45PM TR HRG 124,"MEDIEVAL ART, SCIENCE, MAGIC",8,12,2P,"Boxer, Carly",Take-Home Exam
14338,202310,HART,462,001,Art History,School of Humanities,Art History,5,12,04:00PM - 06:30PM T RZR 123,HIST OF RACIALIZED LANDSCAPES,7,12,2X,"Lopez Duran, Maria Fabiola",No Final Exam
14365,202310,HART,390,001,Art History,School of Humanities,Art History,9,12,01:30PM - 03:50PM R RZR 205,THINKING MODERN DRAWING,12,12,3J,"Bader, Graham P.",No Final Exam
13442,202310,HART,352,001,Art History,School of Humanities,Art History,13,20,03:00PM - 05:30PM W RZR 205,BLACK CONTEMPORARY ART,,,,"Young, Olivia K.",No Final Exam
14042,202310,HART,216,001,Art History,School of Humanities,Art History,21,50,02:00PM - 03:15PM WF SEW 307,GREEK ART AND ARCHAEOLOGY,36,50,A4,"Crawford-Brown, Sophie A.",Scheduled Final Exam-Dept Room
14085,202310,HART,328,001,Art History,School of Humanities,Art History,7,12,01:00PM - 03:50PM T HUM 120,EPIPHANIES,12,12,A8,"Brennan, Marcia G.",No Final Exam
14302,202310,HART,118,001,Art History,School of Humanities,Art History,21,70,10:50AM - 12:05PM TR SEW 309,GLOBAL ARCHITECTURE HIST I,,,,"Emami, Farshid",Scheduled Final Exam-OTR Room
14744,202310,HART,209,003,Art History,School of Humanities,Art History,3,10,04:00PM - 06:30PM M SEW 560,BEGINNING DIGITAL PHOTOGRAPHY,11,10,H3,"Roykovich, Justin M.",No Final Exam
14637,202310,HART,209,002,Art History,School of Humanities,Art History,3,8,10:00AM - 12:30PM T SEW 560,BEGINNING DIGITAL PHOTOGRAPHY,10,8,C0,"Chen, Angela",No Final Exam
10262,202310,HEAL,499,002,Health Sciences,School of Natural Sciences,Kinesiology,1,0, -   TBA TBA,TEACH PRACTICUM HEALTH SCIENCE,,,,"Perkins, Heidi Y.",No Final Exam
10107,202310,HEAL,222,001,Health Sciences,School of Natural Sciences,Kinesiology,24,16,09:00AM - 09:50AM MWF TUD 201,PRIN PUBLIC&COMMHEALTH,,,,"Perkins, Heidi Y.",No Final Exam
10108,202310,HEAL,379,001,Health Sciences,School of Natural Sciences,Kinesiology,3,0, -   TBA TBA,INTERNSHIP IN HEALTH SCIENCES,,,,"Perkins, Heidi Y.",No Final Exam
10109,202310,HEAL,460,001,Health Sciences,School of Natural Sciences,Kinesiology,23,10,11:00AM - 12:15PM MW BKH 229,PLAN/EVAL: HEALTH PROGRAMS,,,,"Perkins, Heidi Y.",No Final Exam
10110,202310,HEAL,499,003,Health Sciences,School of Natural Sciences,Kinesiology,1,0, -   TBA TBA,TEACH PRACTICUM HEALTH SCIENCE,,,,"Anding, Roberta H.",No Final Exam
10718,202310,HEAL,103,002,Health Sciences,School of Natural Sciences,Kinesiology,47,40,09:25AM - 10:40AM TR ANH 117,NUTRITION,,,,"Anding, Roberta H.",Scheduled Final Exam-OTR Room
11498,202310,HEAL,499,006,Health Sciences,School of Natural Sciences,Kinesiology,3,0, -   TBA TBA,TEACH PRACTICUM HEALTH SCIENCE,,,,"Diep, Cassandra S.",No Final Exam
11500,202310,HEAL,379,003,Health Sciences,School of Natural Sciences,Kinesiology,2,0, -   TBA TBA,INTERNSHIP IN HEALTH SCIENCES,,,,"Diep, Cassandra S.",No Final Exam
12766,202310,HEAL,380,002,Health Sciences,School of Natural Sciences,Kinesiology,26,15,01:00PM - 02:15PM TR PCF 3,DISPARITIES IN HEALTH IN AMER,30,15,6E,"Diep, Cassandra S.",No Final Exam
12767,202310,HEAL,407,002,Health Sciences,School of Natural Sciences,Kinesiology,21,15,02:30PM - 03:45PM TR PCF 3,EPIDEMIOLOGY,24,15,6G,"Diep, Cassandra S.",No Final Exam
13297,202310,HEAL,119,001,Health Sciences,School of Natural Sciences,Kinesiology,16,15,02:00PM - 03:15PM MW TUD 201,INTRO TO HEALTH & WELLNESS,,,,"Bryant, Loren",No Final Exam
13399,202310,HEAL,132,001,Health Sciences,School of Natural Sciences,Kinesiology,72,60,01:00PM - 02:15PM TR PCF 4,MEDICAL TERMINOLOGY,,,,"Kabiri, Laura S.",No Final Exam
14026,202310,HEAL,498,001,Health Sciences,School of Natural Sciences,Kinesiology,9,6,02:00PM - 03:15PM MW MCA 237,SPECIAL TOPICS,,,,"Diep, Cassandra S.",No Final Exam
14325,202310,HIST,435,001,History,School of Humanities,History,7,12,02:00PM - 04:30PM M HUM 327,SLAVE REBELLIONS,,,,"Sidbury, James",No Final Exam
12631,202310,HIST,403,002,History,School of Humanities,History,2,0,06:30PM - 09:00PM W HUM 315,ADVANCED RESEARCH SEMINAR,,,,"Correa Ochoa, Laura",No Final Exam
12915,202310,HIST,101,001,History,School of Humanities,History,31,50,10:00AM - 10:50AM MWF HUM 117,"MODERN EUROPE, 1500-1789",,,,"Pollnitz, Aysha E.",Take-Home Exam
12920,202310,HIST,220,001,History,School of Humanities,History,12,19,10:50AM - 12:05PM TR HUM 119,MEXICO: 1910 TO PRESENT,,,,"Suarez-Potts, William",Take-Home Exam
12927,202310,HIST,312,001,History,School of Humanities,History,33,40,11:00AM - 11:50AM MWF HUM 117,ENVIRONMENT & HEALTH IN LAT AM,,,,"Lopez Alonso, Moramay",Take-Home Exam
14018,202310,HIST,405,001,History,School of Humanities,History,15,15,02:30PM - 05:00PM T HUM 327,DEMOCRACY AND CAPITALISM,,,,"Caldwell, Peter C.",No Final Exam
14019,202310,HIST,408,001,History,School of Humanities,History,11,15,02:00PM - 04:30PM W MLC 103,THE JAPANESE EMPIRE,,,,"Barlow, Tani",No Final Exam
14372,202310,HIST,380,001,History,School of Humanities,History,1,19,01:00PM - 02:15PM TR KCK 107,ASIAN AMERICAN HISTORY,8,19,D7,"Lu, Xu",Take-Home Exam
14232,202310,HIST,359,001,History,School of Humanities,History,25,40,01:00PM - 01:50PM MWF HUM 119,U.S. IN THE 20TH CENTURY WORLD,,,,"Shimizu, Sayuri G.",Take-Home Exam
14004,202310,HIST,117,001,History,School of Humanities,History,25,25,09:00AM - 09:50AM MWF HUM 328,EARLY AMERICA,,,,"Jones, William D.",No Final Exam
14005,202310,HIST,120,001,History,School of Humanities,History,30,40,11:00AM - 11:50AM MWF SEW 305,MEDIEVAL CIVILIZATIONS,36,40,B0,"Irish, Maya S.",Take-Home Exam
14006,202310,HIST,222,001,History,School of Humanities,History,12,19,09:25AM - 10:40AM TR RZR 113,HISTORY OF EARLY AFRICA,,,,"Domingues da Silva, Daniel B.",No Final Exam
14007,202310,HIST,246,001,History,School of Humanities,History,18,19,02:00PM - 02:50PM MWF HUM 117,AMERICAN CIVIL WAR ERA,,,,"Yarbrough, Fay A.",Take-Home Exam
14008,202310,HIST,251,001,History,School of Humanities,History,7,20,02:30PM - 03:45PM TR HUM 328,BRAZIL: CONTINUITY & CHANGE,7,20,C3,"Metcalf, Alida C.",No Final Exam
14009,202310,HIST,256,001,History,School of Humanities,History,15,15,09:25AM - 10:40AM TR HUM 118,"EUR POLITICS&SOCIETY,1890-1945",,,,"Cohen, Gerard D.",Take-Home Exam
14010,202310,HIST,275,001,History,School of Humanities,History,22,30,10:00AM - 10:50AM MWF HUM 328,MODERN MIDDLE EAST,,,,"Citino, Nathan J.",No Final Exam
14011,202310,HIST,301,002,History,School of Humanities,History,11,30,04:00PM - 04:50PM MWF HUM 118,FIGHTING THE SLAVE TRADE,,,,"Myers, Kyle J.",No Final Exam
14012,202310,HIST,331,001,History,School of Humanities,History,14,19,01:00PM - 02:15PM TR HUM 327,THE CUBAN REVOLUTION,,,,"Suarez-Potts, William",Take-Home Exam
14014,202310,HIST,358,001,History,School of Humanities,History,12,20,02:30PM - 03:45PM TR HUM 117,HUMANITARIANISM FROM 19TH C.,,,,"Cohen, Gerard D.",Take-Home Exam
14015,202310,HIST,373,001,History,School of Humanities,History,32,100,10:50AM - 12:05PM TR HUM 117,19TH C SOC/POLITICAL THOUGHT,,,,"Caldwell, Peter C.",Take-Home Exam
14016,202310,HIST,381,001,History,School of Humanities,History,28,50,01:00PM - 02:15PM TR HUM 117,"GOD, TIME AND HISTORY",36,50,A2,"Maas, Michael R.",No Final Exam
14746,202310,HIST,238,001,History,School of Humanities,History,6,19,02:30PM - 05:00PM R HUM 120,ENCOUNTERING THE ENVIRONMENT,,,,"Maas, Michael R.",No Final Exam
10319,202310,HONS,470,001,Honors Program,Dean of Undergraduates,Rice Undergrad Scholar Program,25,0,05:00PM - 06:15PM R SST 106,UNDERGRAD SCHOLARS PROGRAM,,,,"Purugganan, Mary",No Final Exam
10373,202310,HUMA,210,001,Humanities,School of Humanities,Humanities Division,9,0,06:30PM - 09:00PM T RZR 113,FORENSICS PRACTICUM,,,,"LaBove, Shannon D.",No Final Exam
10118,202310,HUMA,201,002,Humanities,School of Humanities,Humanities Division,18,19,10:50AM - 12:05PM TR RZR 113,PUBLIC SPEAKING,,,,"Worth, David S.",No Final Exam
10119,202310,HUMA,309,001,Humanities,School of Humanities,Humanities Division,17,19,01:00PM - 02:15PM TR RZR 113,ARGUMENTATION & DEBATE,,,,"Worth, David S.",No Final Exam
10120,202310,HUMA,310,001,Humanities,School of Humanities,Humanities Division,1,0,04:50PM - 07:50PM T RZR 204,ADVANCED FORENSICS PRACTICUM,,,,"Worth, David S.",No Final Exam
12809,202310,HUMA,315,002,Humanities,School of Humanities,Humanities Division,17,19,02:30PM - 03:45PM TR RZR 123,COMMUNICATION LAW,,,,"LaBove, Shannon D.",Scheduled Online Final Exam
14336,202310,HUMA,131,001,Humanities,School of Humanities,History,85,100,01:00PM - 02:15PM TR ABL 131,WHAT IS AN (AB)NORMAL BODY?,,,,"Petrick, Elizabeth R.",No Final Exam
14876,202310,HUMA,498,001,Humanities,School of Humanities,Humanities Division,1,0, -   TBA TBA,PSYCHOANALYTIC FILM THEORY,,,,"Alexander, Travis T.",No Final Exam
15067,202310,HUMA,498,002,Humanities,School of Humanities,Humanities Division,3,0, -   TBA TBA,3RD YEAR ITALIAN I,,,,"Giliberti, Maria C.",Scheduled Online Final Exam
12797,202310,ITAL,263,001,Italian Language and Culture,School of Humanities,Cntr Lang & Intercultural Comm,8,16,02:00PM - 02:50PM MWF KCK 101,SECOND YEAR ITALIAN I,,,,"Giliberti, Maria C.",Scheduled Online Final Exam
12799,202310,ITAL,141,001,Italian Language and Culture,School of Humanities,Cntr Lang & Intercultural Comm,16,16,11:00AM - 11:50AM MWF HUM 328,FIRST YEAR ITALIAN I,,,,"Giliberti, Maria C.",Scheduled Online Final Exam
15011,202310,ITAL,141,002,Italian Language and Culture,School of Humanities,Cntr Lang & Intercultural Comm,9,16,01:00PM - 01:50PM MWF KCK 101,FIRST YEAR ITALIAN I,,,,"Giliberti, Maria C.",Scheduled Online Final Exam
10674,202310,JAPA,141,001,Japanese,School of Humanities,Cntr Lang & Intercultural Comm,13,16,09:00AM - 09:50AM MWF RZR 123,FIRST YEAR JAPANESE I,,,,"Ozaki, Naoko",No Final Exam
10700,202310,JAPA,141,002,Japanese,School of Humanities,Cntr Lang & Intercultural Comm,17,18,10:00AM - 10:50AM MWF RZR 123,FIRST YEAR JAPANESE I,,,,"Ozaki, Naoko",No Final Exam
10714,202310,JAPA,141,003,Japanese,School of Humanities,Cntr Lang & Intercultural Comm,13,18,11:00AM - 11:50AM MWF RZR 123,FIRST YEAR JAPANESE I,,,,"Ozaki, Naoko",No Final Exam
12026,202310,JAPA,301,002,Japanese,School of Humanities,Cntr Lang & Intercultural Comm,15,20,11:00AM - 11:50AM MWF SEW 101,THIRD YEAR JAPANESE I,,,,"Takayama, Hiromi",No Final Exam
13948,202310,JAPA,141,004,Japanese,School of Humanities,Cntr Lang & Intercultural Comm,9,16,02:00PM - 02:50PM MWF RZR 304,FIRST YEAR JAPANESE I,,,,"Suzuki, Mamiko",No Final Exam
13949,202310,JAPA,301,001,Japanese,School of Humanities,Cntr Lang & Intercultural Comm,7,16,10:00AM - 10:50AM MWF SEW 101,THIRD YEAR JAPANESE I,,,,"Takayama, Hiromi",No Final Exam
14633,202310,JAPA,401,002,Japanese,School of Humanities,Cntr Lang & Intercultural Comm,5,20,01:00PM - 01:50PM MWF RZR 304,FOURTH YEAR JAPANESE I,,,,"Suzuki, Mamiko",No Final Exam
14632,202310,JAPA,263,003,Japanese,School of Humanities,Cntr Lang & Intercultural Comm,13,20,09:00AM - 09:50AM MWF SEW 101,SECOND YEAR JAPANESE I,,,,"Takayama, Hiromi",No Final Exam
12537,202310,JWST,201,001,Jewish Studies,School of Humanities,Jewish Studies,8,15,10:50AM - 12:05PM TR HRG 224,GREAT BOOKS OF JEWISH CULTURE,,,,"Farah, Daniella L.",No Final Exam
10356,202310,KINE,319,001,Kinesiology,School of Natural Sciences,Kinesiology,25,25,11:00AM - 12:15PM MW PCF 2,STATS FOR HEALTH PROFESSIONAL,,,,"Rodriguez, Augusto X.",No Final Exam
10360,202310,KINE,375,002,Kinesiology,School of Natural Sciences,Kinesiology,2,0, -   TBA TBA,SPORTS MEDICINE INTERNSHIP,,,,"Rodriguez, Augusto X.",No Final Exam
10363,202310,KINE,499,004,Kinesiology,School of Natural Sciences,Kinesiology,1,0, -   TBA TBA,TEACHING PRACTICUM,,,,"Gibson, Brian T.",No Final Exam
10257,202310,KINE,302,001,Kinesiology,School of Natural Sciences,Kinesiology,22,40,08:00AM - 09:15AM MW KWG 100,BIOMECHANICS,,,,"Aparicio, Jaime A.",No Final Exam
10263,202310,KINE,495,001,Kinesiology,School of Natural Sciences,Kinesiology,1,0, -   TBA TBA,INDEPENDENT RESEARCH,,,,"Rodriguez, Augusto X.",No Final Exam
10111,202310,KINE,300,001,Kinesiology,School of Natural Sciences,Kinesiology,29,20,"08:00AM - 09:15AM TR SEW 309, 08:00AM - 08:50AM W SEW 309",HUMAN ANATOMY WITH LAB,,,,"Schell, Wendy E.",No Final Exam
10112,202310,KINE,499,002,Kinesiology,School of Natural Sciences,Kinesiology,2,0, -   TBA TBA,TEACHING PRACTICUM,,,,"Rodriguez, Augusto X.",No Final Exam
10113,202310,KINE,499,003,Kinesiology,School of Natural Sciences,Kinesiology,2,0, -   TBA TBA,TEACHING PRACTICUM,,,,"Schell, Wendy E.",No Final Exam
10598,202310,KINE,301,002,Kinesiology,School of Natural Sciences,Kinesiology,43,35,08:00AM - 09:15AM TR PCF 4,HUMAN PHYSIOLOGY,,,,"Kabiri, Laura S.",No Final Exam
11496,202310,KINE,440,001,Kinesiology,School of Natural Sciences,Kinesiology,20,19,08:00AM - 09:15AM TR TUD 201,RESEARCH METHODS,,,,"Rodriguez, Augusto X.",No Final Exam
11737,202310,KINE,300,002,Kinesiology,School of Natural Sciences,Kinesiology,31,20,"01:00PM - 01:50PM W TUD S197, 02:00PM - 03:15PM MW PCF 4",HUMAN ANATOMY WITH LAB,,,,"Kabiri, Laura S.",No Final Exam
11741,202310,KINE,499,009,Kinesiology,School of Natural Sciences,Kinesiology,1,0, -   TBA TBA,TEACHING PRACTICUM,,,,"Kabiri, Laura S.",No Final Exam
11757,202310,KINE,321,003,Kinesiology,School of Natural Sciences,Kinesiology,26,29,10:50AM - 12:05PM TR SEW 307,EXERCISE PHYSIOLOGY,,,,"Gibson, Brian T.",No Final Exam
12101,202310,KINE,375,004,Kinesiology,School of Natural Sciences,Kinesiology,2,0, -   TBA TBA,SPORTS MEDICINE INTERNSHIP,,,,"Kabiri, Laura S.",No Final Exam
14235,202310,KINE,120,003,Kinesiology,School of Natural Sciences,Kinesiology,17,19,02:00PM - 03:15PM MW HBH B21,FOUNDATIONS OF KINESIOLOGY,,,,"Rodriguez, Augusto X.",No Final Exam
14357,202310,KINE,311,003,Kinesiology,School of Natural Sciences,Kinesiology,29,25,08:00AM - 09:15AM TR PCF 3,MOTOR LEARNING,,,,"Furtado, Michael",Take-Home Exam
14785,202310,KINE,499,010,Kinesiology,School of Natural Sciences,Kinesiology,1,0, -   TBA TBA,TEACHING PRACTICUM,,,,"Furtado, Michael",No Final Exam
11292,202310,KORE,301,001,Korean,School of Humanities,Cntr Lang & Intercultural Comm,20,20,09:00AM - 09:50AM MWF RZR 205,THIRD YEAR KOREAN I,,,,"Oh, Eun Young",No Final Exam
12872,202310,KORE,141,002,Korean,School of Humanities,Cntr Lang & Intercultural Comm,19,20,11:00AM - 11:50AM MWF RZR 205,FIRST YEAR KOREAN I,,,,"Oh, Eun Young",No Final Exam
13951,202310,KORE,141,003,Korean,School of Humanities,Cntr Lang & Intercultural Comm,22,22,02:00PM - 02:50PM MWF GRB W212,FIRST YEAR KOREAN I,,,,"Oh, Eun Young",No Final Exam
