CRN,TERM_CODE,SUBJ_CODE,CRSE_NUMB,SEQ_NUMB,SUBJ_DESC,SCHOOL_DESC,DEPT_DESC,ENRL,MAX_ENRL,MEETING,CRSE_TITLE,XLST_ENRL,XLST_MAX_ENRL,XLST_GROUP,INSTR_NAME,EXAM_TYPE
14917,202310,PSYC,485,023,Psychology,School of Social Sciences,Psychological Sciences,1,0, -   TBA TBA,UG SUPERVISED RESEARCH,,,,"Garcini, Luz M.",No Final Exam
14918,202310,PSYC,488,024,Psychology,School of Social Sciences,Psychological Sciences,1,0, -   TBA TBA,SUPERVISED READING,,,,"Garcini, Luz M.",No Final Exam
11738,202310,RCEL,100,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,25,35,03:00PM - 05:00PM W DCH Sym II Lab,SELF-AWARENESS & THE ENGINEER,,,,"Van Kleeck, David A.",No Final Exam
11749,202310,RCEL,241,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,20,25, -   TBA TBA,INTERNSHIP PRACTICUM FOR ENGI,,,,"Karwowski, Kazimir I.",No Final Exam
11752,202310,RCEL,440,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,5,20,04:10PM - 05:10PM R KCK 107,ENGINEERING LAUNCH PAD-ENTREPR,,,,"Karwowski, Kazimir I.",No Final Exam
11753,202310,RCEL,450,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,8,15,02:30PM - 03:45PM TR RZR 113,PROJECT MANAGEMENT AND LEADERS,,,,"Phalen, Thomas E.",No Final Exam
11775,202310,RCEL,400,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,5,25,03:00PM - 05:00PM W SEW 133,LEADING HIGH PERFORMING ENGINE,,,,"Hennessy, James P.",No Final Exam
12031,202310,RCEL,300,002,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,8,25,03:00PM - 05:00PM W MCA 210,DEVELOPMENT OF HIGH PERFORMING,,,,"Phalen, Thomas E.",No Final Exam
12032,202310,RCEL,200,002,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,11,25,03:00PM - 05:00PM M SEW 133,PERSONAL DEVELOPMENT ENG LEADR,,,,"Van Kleeck, David A.",No Final Exam
13633,202310,RCEL,436,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,10,20,04:00PM - 04:50PM R MXF 252,INTRO TO PATENTS & INTELL PROP,18,40,5O,"Webb, George W.",No Final Exam
13740,202310,RCEL,410,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,3,15,11:00AM - 11:50AM W RYN 102,ENG LAUNCH PAD-RESEARCH,,,,"Raja Manuri, Venkata Pavan",No Final Exam
11603,202310,RELI,301,001,Religion,School of Humanities,Religion,5,14,04:00PM - 06:30PM R HUM 226,NIETZSCHE & RELIGIOUS THOUGHT,14,26,2N,"Stroup, John M.",No Final Exam
12309,202310,RELI,410,001,Religion,School of Humanities,Religion,1,12,01:00PM - 03:30PM T HUM 226,CONCEPTS IN RELIGION,4,12,5R,"Fanger, Claire L.",Take-Home Exam
14286,202310,RELI,312,001,Religion,School of Humanities,Religion,7,19,02:00PM - 02:50PM MWF BKH 229,MLK AND MALCOLM X,,,,"Homewood, Nathanael J.",No Final Exam
13070,202310,RELI,403,012,Religion,School of Humanities,Religion,1,0, -   TBA TBA,SENIOR THESIS I,,,,"Pinn, Anthony B.",No Final Exam
14238,202310,RELI,476,001,Religion,School of Humanities,Religion,1,19,01:00PM - 02:15PM TR HUM 118,FROM DECOLONI TO GLOBALIZATION,8,19,C1,"Wood, Philip R.",Scheduled Final Exam-OTR Room
14385,202310,RELI,120,001,Religion,School of Humanities,Religion,34,99,02:30PM - 03:45PM TR HRG 100,BIBLICAL ETHICS,,,,"Henze, Matthias",No Final Exam
14386,202310,RELI,322,001,Religion,School of Humanities,Religion,24,50,10:50AM - 12:05PM TR HBH 227,INTRODUCTION TO BUDDHISM,40,50,F3,"Foote, Learned M.",No Final Exam
14017,202310,RELI,385,001,Religion,School of Humanities,Religion,8,50,01:00PM - 02:15PM TR HUM 117,"GOD, TIME AND HISTORY",36,50,A2,"Maas, Michael R.",No Final Exam
14078,202310,RELI,112,001,Religion,School of Humanities,Religion,6,25,09:00AM - 09:50AM MWF HUM 226,THE FIRST CHRISTIANS,,,,"DeConick, April D.",Scheduled Online Final Exam
14080,202310,RELI,223,001,Religion,School of Humanities,Religion,11,25,11:00AM - 11:50AM MWF HUM 226,QUR'AN AND COMMENTARY,,,,"Cook, David B.",Take-Home Exam
14081,202310,RELI,231,001,Religion,School of Humanities,Religion,1,30,02:00PM - 03:15PM MW HBH 427,AMERICAN METAPHYSICAL RELIGION,4,30,A5,"Panin, Stanislav",No Final Exam
14083,202310,RELI,344,001,Religion,School of Humanities,Religion,12,12,01:00PM - 03:50PM M HUM 120,END OF LIFE SEMINAR,,,,"Brennan, Marcia G.",No Final Exam
14084,202310,RELI,375,001,Religion,School of Humanities,Religion,5,12,01:00PM - 03:50PM T HUM 120,EPIPHANIES,12,12,A8,"Brennan, Marcia G.",No Final Exam
14086,202310,RELI,428,001,Religion,School of Humanities,Religion,1,4,01:00PM - 03:30PM W HUM 226,HISTORY AND METHODS: 20TH CENT,8,19,3C,"Parsons, William B.",Take-Home Exam
14412,202310,RELI,378,001,Religion,School of Humanities,Religion,2,15,01:00PM - 03:50PM W HUM 120,BUDDHIST ART AND LITERATURE,3,15,3Y,"Klein, Anne C.",No Final Exam
14088,202310,RELI,431,001,Religion,School of Humanities,Religion,1,5,09:00AM - 11:50AM R MCA 103,THE BIBLE AND THE BRAIN,11,15,3I,"DeConick, April D.",Scheduled Final Exam-Dept Room
14287,202310,RELI,123,001,Religion,School of Humanities,Religion,20,19,03:00PM - 03:50PM MWF BKH 229,INTRO TO WORLD CHRISTIANITY,,,,"Homewood, Nathanael J.",Take-Home Exam
11966,202310,RUSS,263,002,Russian,School of Humanities,Cntr Lang & Intercultural Comm,6,16,11:00AM - 11:50AM MWF HUM 120,SECOND YEAR RUSSIAN I,,,,"Moskvitina, Larisa I.",No Final Exam
12227,202310,RUSS,141,002,Russian,School of Humanities,Cntr Lang & Intercultural Comm,10,16,02:00PM - 02:50PM MWF HRG 125,FIRST YEAR RUSSIAN I,,,,"Moskvitina, Larisa I.",No Final Exam
14615,202310,RUSS,301,001,Russian,School of Humanities,Cntr Lang & Intercultural Comm,6,16,10:00AM - 10:50AM MWF HUM 120,THIRD YEAR RUSSIAN I,,,,"Moskvitina, Larisa I.",No Final Exam
10238,202310,SMGT,376,001,Sport Management,School of Social Sciences,Sport Management,22,0, -   TBA TBA,SPORT MANAGEMENT INTERNSHIP 1,,,,"Stallings, Tom",No Final Exam
10239,202310,SMGT,377,001,Sport Management,School of Social Sciences,Sport Management,9,0, -   TBA TBA,SPORT MANAGEMENT INTERNSHIP 2,,,,"Stallings, Tom",No Final Exam
10240,202310,SMGT,379,001,Sport Management,School of Social Sciences,Sport Management,4,0, -   TBA TBA,SPORT MANAGEMENT INTERNSHIP 4,,,,"Stallings, Tom",No Final Exam
10931,202310,SMGT,362,901,Sport Management,School of Social Sciences,Sport Management,27,15, -   FULLY ONLINE,SPORT MARKETING,,,,"Haptonstall, Clark D.",No Final Exam
10516,202310,SMGT,350,001,Sport Management,School of Social Sciences,Sport Management,18,15,01:00PM - 03:30PM T MCA 103,SPORT ETHICS,,,,"Haptonstall, Clark D.",No Final Exam
10519,202310,SMGT,499,002,Sport Management,School of Social Sciences,Sport Management,2,0, -   TBA TBA,TEACHING PRACTICUM,,,,"Crossey, Diane M.",No Final Exam
10520,202310,SMGT,499,004,Sport Management,School of Social Sciences,Sport Management,1,0, -   TBA TBA,TEACHING PRACTICUM,,,,"Stallings, Tom",No Final Exam
11988,202310,SMGT,260,001,Sport Management,School of Social Sciences,Sport Management,43,40,10:50AM - 12:05PM TR PCF 2,INTRO TO SPORT MANAGEMENT,,,,"Crossey, Diane M.",No Final Exam
11781,202310,SMGT,495,005,Sport Management,School of Social Sciences,Sport Management,1,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Rackley, Steven P.",No Final Exam
12199,202310,SMGT,276,001,Sport Management,School of Social Sciences,Sport Management,19,15,09:25AM - 10:40AM TR BKH 229,SPORT MANAGEMENT PRACTICUM,,,,"Stallings, Tom",No Final Exam
12244,202310,SMGT,366,001,Sport Management,School of Social Sciences,Sport Management,19,15,11:00AM - 12:20PM MW TUD 201,EVENT & VENUE MANAGEMENT,,,,"Rackley, Steven P.",No Final Exam
12540,202310,SMGT,320,001,Sport Management,School of Social Sciences,Sport Management,19,15,10:50AM - 12:05PM TR TUD 201,BUSINESS OF COLLEGE ATHLETICS,,,,"Rackley, Steven P.",No Final Exam
12541,202310,SMGT,450,001,Sport Management,School of Social Sciences,Sport Management,16,15,02:30PM - 03:45PM TR TUD 201,LEADERSHIP IN SPORT MANAGEMENT,,,,"Rackley, Steven P.",No Final Exam
12542,202310,SMGT,440,001,Sport Management,School of Social Sciences,Sport Management,23,15,09:25AM - 10:40AM TR TUD 201,SPORT BUSINESS ANALYTICS,,,,"Gong, Hua",Take-Home Exam
12579,202310,SMGT,431,001,Sport Management,School of Social Sciences,Sport Management,8,15,02:30PM - 03:45PM TR RYN 102,ADVANCED SPORT ANALYTICS,,,,"Gong, Hua",No Final Exam
14110,202310,SMGT,260,002,Sport Management,School of Social Sciences,Sport Management,38,40,01:00PM - 02:15PM TR PCF 2,INTRO TO SPORT MANAGEMENT,,,,"Crossey, Diane M.",No Final Exam
14787,202310,SMGT,266,001,Sport Management,School of Social Sciences,Sport Management,17,15,11:00AM - 12:20PM MW MCA 237,LEADING WITH SERVICE,,,,"Crossey, Diane M.",No Final Exam
14945,202310,SMGT,276,002,Sport Management,School of Social Sciences,Sport Management,14,0,03:30PM - 04:45PM MW BKH 102,SPORT MANAGEMENT PRACTICUM,,,,"Stallings, Tom",No Final Exam
10387,202310,SOCI,493,004,Sociology,School of Social Sciences,Sociology,1,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Rhodes, Anna C.",No Final Exam
10208,202310,SOCI,403,002,Sociology,School of Social Sciences,Sociology,2,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Gorman, Bridget K.",No Final Exam
10528,202310,SOCI,403,014,Sociology,School of Social Sciences,Sociology,1,0, -   TBA TBA,INDEPENDENT STUDY,,,,"Elliott, James R.",No Final Exam
10613,202310,SOCI,101,001,Sociology,School of Social Sciences,Sociology,38,49,08:00AM - 09:15AM MW KRF 110,INTRODUCTION TO SOCIOLOGY,,,,"Fiel, Jeremy E.",No Final Exam
11370,202310,SOCI,381,001,Sociology,School of Social Sciences,Sociology,11,35,10:50AM - 12:05PM TR KRF 105,RESEARCH METHODS,,,,"Roberto, Elizabeth M.",No Final Exam
11358,202310,SOCI,469,001,Sociology,School of Social Sciences,Sociology,27,0, -   TBA TBA,COMMUNITY BRIDGES TRAINING,,,,"Szabo, Julia",No Final Exam
11871,202310,SOCI,493,014,Sociology,School of Social Sciences,Sociology,1,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Roberto, Elizabeth M.",No Final Exam
11964,202310,SOCI,364,002,Sociology,School of Social Sciences,Sociology,6,49,09:25AM - 10:40AM TR KRF 102,MUSLIMS IN AMERICAN SOCIETY,,,,"Considine, Craig M.",No Final Exam
11601,202310,SOCI,101,004,Sociology,School of Social Sciences,Sociology,40,49,10:50AM - 12:05PM TR KRF 110,INTRODUCTION TO SOCIOLOGY,,,,"Brown, Tony N.",Scheduled Online Final Exam
14190,202310,SOCI,310,001,Sociology,School of Social Sciences,Sociology,33,49,09:25AM - 10:40AM TR BKH 116,URBAN SOCIOLOGY,,,,"Jalili, Jaleh",No Final Exam
14195,202310,SOCI,334,001,Sociology,School of Social Sciences,Sociology,32,49,10:50AM - 12:05PM TR KRF 125,SOCIOLOGY OF THE FAMILY,40,49,A7,"Diaz, Christina J.",Take-Home Exam
14268,202310,SOCI,389,001,Sociology,School of Social Sciences,Sociology,19,35,02:30PM - 03:45PM TR KRF 110,"RACE, GENDER, CLASS IN FILM",,,,"Bratter, Jenifer L.",Take-Home Exam
12568,202310,SOCI,102,001,Sociology,School of Social Sciences,Sociology,4,25,09:00AM - 09:50AM W RYN 102,SOCIOLOGY STATISTICS LAB,,,,"Smith-Johnson, Madeline",No Final Exam
13495,202310,SOCI,380,003,Sociology,School of Social Sciences,Sociology,28,35,08:30AM - 09:45AM MW RZR 119,SOCIAL THEORY,,,,"Chavez, Sergio",No Final Exam
13124,202310,SOCI,231,001,Sociology,School of Social Sciences,Sociology,36,40,02:30PM - 03:45PM TR HRG 129,SOCIAL PROBLEMS,,,,"Jungels, Amanda M.",Take-Home Exam
13125,202310,SOCI,301,001,Sociology,School of Social Sciences,Sociology,46,49,01:00PM - 02:15PM TR HRG 129,SOCIAL INEQUALITY,,,,"Bryan, Brielle E.",Scheduled Online Final Exam
13127,202310,SOCI,366,001,Sociology,School of Social Sciences,Sociology,16,49,02:00PM - 03:15PM MW BKH 233,HOUSING AND SCHOOLS,,,,"Rhodes, Anna C.",Take-Home Exam
13135,202310,SOCI,492,001,Sociology,School of Social Sciences,Sociology,1,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Ecklund, Elaine H.",No Final Exam
14353,202310,SOCI,307,001,Sociology,School of Social Sciences,Sociology,8,49,09:25AM - 10:40AM TR KRF 120,INTERSECTIONALITY,,,,"Evans, Shani A.",No Final Exam
14192,202310,SOCI,416,001,Sociology,School of Social Sciences,Sociology,8,19,02:30PM - 05:00PM R KRF 120,SOCIAL MOVEMENTS SEMINAR,11,19,3V,"Jalili, Jaleh",No Final Exam
15009,202310,SOCI,327,002,Sociology,School of Social Sciences,Sociology,3,0, -   TBA TBA,QUALITATIVE CODING & ANALYSIS,,,,"Roberto, Elizabeth M.",No Final Exam
14094,202310,SOCI,302,001,Sociology,School of Social Sciences,Sociology,16,49,04:00PM - 05:15PM MW BKH 233,THE SOCIOLOGICAL IMAGINATION,,,,"Rhodes, Anna C.",Take-Home Exam
14095,202310,SOCI,304,001,Sociology,School of Social Sciences,Sociology,7,20,02:00PM - 04:30PM W HRZ 211,ENVIRON ISSUES: RICE IN FUTURE,10,20,B5,"Johnson, Richard R.",No Final Exam
14096,202310,SOCI,309,001,Sociology,School of Social Sciences,Sociology,8,49,02:30PM - 03:45PM TR BKH 116,RACE & ETHNIC RELATIONS,,,,"Considine, Craig M.",Take-Home Exam
14098,202310,SOCI,363,001,Sociology,School of Social Sciences,Sociology,6,20,02:30PM - 03:45PM TR KRF 102,AFRICAN AMER-JEWISH RELATIONS,,,,"Furman, Joshua J.",No Final Exam
14330,202310,SOCI,396,001,Sociology,School of Social Sciences,Sociology,12,13,10:50AM - 12:05PM TR RZR 123,LAW AND RESISTANCE,26,30,22,"Fietz, Helena",No Final Exam
14730,202310,SOCI,101,005,Sociology,School of Social Sciences,Sociology,93,150,11:00AM - 11:50AM MWF PCF 4,INTRODUCTION TO SOCIOLOGY,,,,"Huey, Eileen",Take-Home Exam
14731,202310,SOCI,325,001,Sociology,School of Social Sciences,Sociology,16,49,04:00PM - 05:15PM MW PCF 4,SOCIOLOGY OF LAW,,,,"Huey, Eileen",Take-Home Exam
14732,202310,SOCI,358,001,Sociology,School of Social Sciences,Sociology,8,49,02:00PM - 03:15PM MW KRF 102,"CRIME, PUNISHMENT AND SOCIETY",,,,"Huey, Eileen",Take-Home Exam
14756,202310,SOCI,492,005,Sociology,School of Social Sciences,Sociology,1,0, -   TBA TBA,DIRECTED HONORS RESEARCH,,,,"Brown, Tony N.",No Final Exam
14679,202310,SOCI,327,001,Sociology,School of Social Sciences,Sociology,3,0,12:00PM - 12:50PM MWF TBA TBA,KINDER INST FOR URBAN RESEARCH,,,,"Turley, Ruth N.",No Final Exam
11870,202310,SOPA,200,002,Social Policy Analysis,School of Social Sciences,Social Policy Analysis,33,35,01:00PM - 02:15PM TR KRF 105,APPROACHES TO SOCIAL POLICY,,,,"Vann, Elizabeth F.",Take-Home Exam
13534,202310,SOPA,400,003,Social Policy Analysis,School of Social Sciences,Social Policy Analysis,35,35,02:30PM - 03:50PM R RZR 119,SOPA CAPSTONE RESEARCH I,,,,"Marschall, Melissa J.",Scheduled Final Exam-OTR Room
10687,202310,SOSC,444,001,Social Sciences,School of Social Sciences,Social Sciences Division,9,0,04:00PM - 05:15PM TR KRF 102,CONSULTING PRACTICUM,,,,"Pereira Diaz, Gloria M.",No Final Exam
11896,202310,SOSC,302,002,Social Sciences,School of Social Sciences,Social Sciences Division,44,45,11:00AM - 11:50AM MWF KRF 125,SOCIAL SCIENCES STATISTICS,,,,"Zimmerman, Carissa A.",Take-Home Exam
11675,202310,SOSC,302,001,Social Sciences,School of Social Sciences,Social Sciences Division,43,45,10:00AM - 10:50AM MWF KRF 125,SOCIAL SCIENCES STATISTICS,,,,"Zimmerman, Carissa A.",Take-Home Exam
11747,202310,SOSC,445,001,Social Sciences,School of Social Sciences,Social Sciences Division,4,0,07:00PM - 08:05PM R KRF 105,FINANCE PRACTICUM,,,,"Cacho-Diaz, Julio A.",Scheduled Final Exam-Dept Room
14768,202310,SOSC,301,002,Social Sciences,School of Social Sciences,Social Sciences Division,4,20,02:00PM - 03:15PM MW ANH 117,POLICY ANALYSIS,20,40,G6,"Perry, Steven G.",Scheduled Final Exam-OTR Room
10555,202310,SPAN,263,001,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,12,20,09:00AM - 09:50AM MWF HUM 227,SECOND YEAR SPANISH I,,,,"Bennaji, Charla J.",No Final Exam
10556,202310,SPAN,263,002,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,13,16,10:00AM - 10:50AM MWF RZR 304,SECOND YEAR SPANISH I,,,,"Boggiano, Aymara",No Final Exam
10558,202310,SPAN,321,002,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,15,18,11:00AM - 11:50AM MWF KCK 105,SPAN: BUSINS & PROFSNL WORLD I,,,,"Garcia-Rueda, Claudia M.",No Final Exam
10559,202310,SPAN,321,001,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,14,16,10:00AM - 10:50AM MWF RZR 119,SPANISH FOR MEDICAL I,,,,"Diaz Montalvo, Thais M.",No Final Exam
10677,202310,SPAN,141,001,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,18,20,10:00AM - 10:50AM MWF RZR 106,FIRST YEAR SPANISH I,,,,"Morones, Jessica Y.",No Final Exam
10678,202310,SPAN,141,002,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,18,20,11:00AM - 11:50AM MWF RZR 106,FIRST YEAR SPANISH I,,,,"Morones, Jessica Y.",No Final Exam
10679,202310,SPAN,142,001,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,9,16,09:00AM - 09:50AM MWF RZR 227,FIRST YEAR SPANISH II,,,,"Roberts, Aja R.",No Final Exam
10680,202310,SPAN,142,002,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,10,16,10:00AM - 10:50AM MWF RZR 227,FIRST YEAR SPANISH II,,,,"Roberts, Aja R.",No Final Exam
11293,202310,SPAN,321,003,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,18,18,10:00AM - 10:50AM MWF HUM 227,SPAN FOR INTERCULTURAL COMM I,,,,"Bennaji, Charla J.",No Final Exam
11874,202310,SPAN,264,002,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,16,16,10:00AM - 10:50AM MWF KCK 105,SECOND YEAR SPANISH II,,,,"Garcia-Rueda, Claudia M.",No Final Exam
11875,202310,SPAN,322,001,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,6,20,09:00AM - 09:50AM MWF RZR 106,SPAN FOR INTERCULTURAL COMM II,,,,"Stasevicius, Maria L.",No Final Exam
11942,202310,SPAN,303,001,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,17,16,02:00PM - 02:50PM MWF RZR 123,ADV SPAN HERITAGE STUDENTS,,,,"Diaz Montalvo, Thais M.",No Final Exam
12164,202310,SPAN,264,004,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,11,16,11:00AM - 11:50AM MWF RZR 304,SECOND YEAR SPANISH II,,,,"Boggiano, Aymara",No Final Exam
12165,202310,SPAN,321,005,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,17,16,11:00AM - 11:50AM MWF RZR 119,SPANISH FOR MEDICAL I,,,,"Diaz Montalvo, Thais M.",No Final Exam
12560,202310,SPAN,322,002,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,20,20,10:00AM - 10:50AM MWF GRW 160A,SPANISH FOR MEDICAL PROF. II,,,,"Turi, Luziris P.",No Final Exam
12873,202310,SPAN,264,005,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,16,16,02:00PM - 02:50PM MWF SEW 133,SECOND YEAR SPANISH II,,,,"Garcia-Rueda, Claudia M.",No Final Exam
12874,202310,SPAN,323,901,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,10,0, -   FULLY ONLINE,SPANISH PROFESSIONAL PRAC I,,,,"Morones, Jessica Y.",No Final Exam
14231,202310,SPAN,204,001,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,6,16,02:00PM - 02:50PM MWF RZR 106,INT SPAN HERITAGE LEARNERS,,,,"Morones, Jessica Y.",No Final Exam
13782,202310,SPAN,263,004,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,13,20,11:00AM - 11:50AM MWF HUM 227,SECOND YEAR SPANISH I,,,,"Bennaji, Charla J.",No Final Exam
13955,202310,SPAN,322,003,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,13,16,11:00AM - 11:50AM MWF HUM 327,SPAN FOR INTERCULTURAL COMM II,,,,"Stasevicius, Maria L.",No Final Exam
14687,202310,SPAN,322,004,Spanish,School of Humanities,Cntr Lang & Intercultural Comm,6,16,09:00AM - 09:50AM MWF RZR 202,SPANISH FOR MEDICAL PROF II,,,,"Boggiano, Aymara",No Final Exam
14880,202310,SPAN,158,001,Spanish,School of Humanities,Modrn & Classicl Lit & Culture,5,25,10:00AM - 10:50AM MWF HUM 118,INTRO LATIN AMERICAN STUDIES,23,25,F6,"Lopez Alonso, Moramay",No Final Exam
14881,202310,SPAN,382,001,Spanish,School of Humanities,Modrn & Classicl Lit & Culture,15,19,06:30PM - 09:00PM T RZR 123,SOC JUSTICE THEATER OUTREACH,,,,"Fernandez, Esther",No Final Exam
14932,202310,SPAN,330,001,Spanish,School of Humanities,Modrn & Classicl Lit & Culture,10,10,02:00PM - 03:15PM MW RZR 305,HISPANIC WRITING SEMINAR,,,,"Stasevicius, Maria L.",No Final Exam
14928,202310,SPAN,356,001,Spanish,School of Humanities,Modrn & Classicl Lit & Culture,21,25,10:50AM - 12:05PM TR RZR 106,UNDERSTANDING CENTRAL AMERICA,,,,"Esch, Sophie",No Final Exam
14929,202310,SPAN,370,001,Spanish,School of Humanities,Modrn & Classicl Lit & Culture,8,15,03:00PM - 05:29PM T RZR 302,LATIN AMERICAN ILLNESS & LIT,,,,"Heffes, Gisela",No Final Exam
14930,202310,SPAN,406,001,Spanish,School of Humanities,Modrn & Classicl Lit & Culture,25,20,04:00PM - 06:29PM R RZR 119,LATIN AMERICAN CINEMA,,,,"Duno-Gottberg, Luis",No Final Exam
14882,202310,SPAN,495,001,Spanish,School of Humanities,Modrn & Classicl Lit & Culture,1,0, -   TBA TBA,HONORS THESIS,,,,"Fernandez, Esther",No Final Exam
