CRN,TERM_CODE,SUBJECT,COURSE_NUMBER,SECTION,SUBJECT_DESC,SCHOOL,DEPARTMENT,SECTION_ENROLLMENT,SECTION_MAX_ENROLLMENT,MEETINGS,COURSE_TITLE,CROSS_LIST_ENROLLMENT,CROSS_LIST_MAX_ENROLLMENT,CROSS_LIST_GROUP,INSTRUCTOR,EXAM_TYPE
15221,202410,FWIS,101,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,10,16,01:00PM - 03:30PM W HUM 120,THE BIBLE IN POPULAR CULTURE,,,,"Ogren, Brian E.",No Final Exam
15222,202410,FWIS,107,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,04:00PM - 05:15PM TR RZR 205,IN THE MATRIX,,,,"Wood, Philip R.",No Final Exam
15223,202410,FWIS,109,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:50AM - 12:05PM TR MCA 210,ART AND ENVIRONMENT,,,,"Dib, Lina",No Final Exam
15224,202410,FWIS,109,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,14,16,01:00PM - 02:15PM TR MCA 210,ART AND ENVIRONMENT,,,,"Dib, Lina",No Final Exam
15225,202410,FWIS,165,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,09:25AM - 10:40AM TR RZR 204,FAKE NEWS AND DEMOCRACY,,,,"Herrmann, Jacob J.",No Final Exam
15226,202410,FWIS,182,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,15,16,10:00AM - 10:50AM MWF KRF 120,BORDER POLITICS,,,,"Rast, Hubert",No Final Exam
15227,202410,FWIS,193,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,11:00AM - 11:50AM MWF KRF 120,LAW AND JUSTICE,,,,"Rast, Hubert",No Final Exam
15228,202410,FWIS,193,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,01:00PM - 01:50PM MWF GRW 160A,LAW AND JUSTICE,,,,"Rast, Hubert",No Final Exam
16075,202410,FWIS,198,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,09:00AM - 09:50AM MWF GRW 160A,CLIMATE CHANGE CLIMATE JUSTICE,,,,"McKisson, Kelly A.",No Final Exam
16076,202410,FWIS,198,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:00AM - 10:50AM MWF GRW 160A,CLIMATE CHANGE CLIMATE JUSTICE,,,,"McKisson, Kelly A.",No Final Exam
16077,202410,FWIS,187,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,10,16,04:00PM - 05:15PM TR WSC 146,INTRO TO AFRICAN LIT & MEDIA,,,,"Morar, Rowan T.",No Final Exam
16078,202410,FWIS,173,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,15,16,11:00AM - 11:50AM MWF HUM 327,LGBTQ+ LITERARY CLASSICS,,,,"Clark, Crystal B.",No Final Exam
16079,202410,FWIS,173,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,13,16,10:00AM - 10:50AM MWF HUM 327,LGBTQ+ LITERARY CLASSICS,,,,"Clark, Crystal B.",No Final Exam
16080,202410,FWIS,159,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,04:00PM - 05:15PM MW RZR 106,SPIRITUALITY OF THE INTERNET,,,,"Senn, Christopher P.",No Final Exam
16098,202410,FWIS,184,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,09:00AM - 09:50AM MWF KRF 120,CULTURAL IMAGINATION OF TEXAS,,,,"Hill, Chaney E.",No Final Exam
16275,202410,FWIS,110,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,6,16,11:00AM - 11:50AM MWF SST 106,JEWS ON FILM,,,,"Amihay, Ofra",No Final Exam
16276,202410,FWIS,135,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:00AM - 10:50AM MWF MCA 103,WHAT IS A BOOK?,,,,"Mogen, Philip H.",No Final Exam
16013,202410,FWIS,171,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,15,16,01:00PM - 01:50PM MWF KCK 107,THE DEVIL AND THE WORLD,,,,"Zaytseva, Arina",No Final Exam
16014,202410,FWIS,114,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,14,16,01:00PM - 03:30PM T HRG 129,THE HOLY GRAIL,,,,"Fanger, Claire L.",No Final Exam
16251,202410,FWIS,134,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,01:00PM - 01:50PM MWF HUM 118,MEDICINE AT THE MOVIES,,,,"Clark, Crystal B.",No Final Exam
16252,202410,FWIS,126,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,17,16,03:00PM - 03:50PM MWF RZR 204,"ANIMAL, PLANT, MINERAL",,,,"McKisson, Kelly A.",No Final Exam
16341,202410,FWIS,100,015,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,11,15,08:00AM - 09:15AM TR RZR 123,INTRO TO ACADEMIC WRITING,,,,"Parker, Stephanie",No Final Exam
16365,202410,FWIS,153,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,01:00PM - 02:15PM TR SEW 460,"SURVEILLANCE, SECURITY, AND SO",,,,"Bray, Jessica L.",No Final Exam
16366,202410,FWIS,176,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,01:00PM - 01:50PM MWF KRF 120,EAST ASIAN PERFORMANCE STUDIES,,,,"Schoenberger, Kevin",No Final Exam
16367,202410,FWIS,180,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,11:00AM - 11:50AM MWF GRW 160A,INNOVATIONS IN ED TECH,,,,"Garib, Ali",No Final Exam
16368,202410,FWIS,153,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:50AM - 12:05PM TR HUM 120,"SURVEILLANCE, SECURITY, AND SO",,,,"Bray, Jessica L.",No Final Exam
16375,202410,FWIS,175,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,02:30PM - 03:45PM TR RZR 205,POLITICS AND RELIGION,,,,"Kranz, Menachem M.",No Final Exam
11738,202410,RCEL,100,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,19,35,03:00PM - 05:00PM W RZR 113,SELF-AWARENESS & THE ENGINEER,,,,"Van Kleeck, David A.; Hennessy, James P.; Karwowski, Kazimir I.",No Final Exam
11749,202410,RCEL,241,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,19,25, -   TBA TBA,INTERNSHIP PRACTICUM FOR ENGI,,,,"Karwowski, Kazimir I.",No Final Exam
11752,202410,RCEL,440,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,2,20,04:10PM - 05:10PM R SEW 101,ENGINEERING LAUNCH PAD-ENTREPR,,,,"Karwowski, Kazimir I.; Raja Manuri, Venkata Pavan",No Final Exam
11753,202410,RCEL,450,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,5,15,02:30PM - 03:45PM TR SST 106,PROJECT MANAGEMENT AND LEADERS,,,,"Phalen, Thomas E.; Karwowski, Kazimir I.",No Final Exam
11775,202410,RCEL,400,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,13,25,03:00PM - 05:00PM W HBH B21,LEADING HIGH PERFORMING ENGINE,,,,"Hennessy, James P.",No Final Exam
12032,202410,RCEL,200,002,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,6,25,03:00PM - 05:00PM M RZR 113,PERSONAL DEVELOPMENT ENG LEADR,,,,"Van Kleeck, David A.; Karwowski, Kazimir I.",No Final Exam
13633,202410,RCEL,436,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,3,20,04:00PM - 04:50PM R RZR 123,INTRO TO PATENTS & INTELL PROP,12,40,5O,"Webb, George W.",No Final Exam
13740,202410,RCEL,410,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,2,15,11:00AM - 11:50AM W KCK 102,ENG LAUNCH PAD-RESEARCH,,,,"Raja Manuri, Venkata Pavan; Karwowski, Kazimir I.",No Final Exam
15792,202410,RCEL,420,001,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,0,15,04:00PM - 05:00PM R KRF 120,ENGINEERING LAUNCH PAD-INDUST,,,,"Hennessy, James P.",No Final Exam
16424,202410,RCEL,420,002,Center Engineering Leadership,School of Engineering,Center Engineering Leadership,3,15,11:00AM - 12:00PM W KRF 102,ENGINEERING LAUNCH PAD-INDUST,,,,"Hennessy, James P.",No Final Exam
12071,202410,ARCH,423,001,Architecture,School of Architecture,Architecture,0,50,02:30PM - 03:45PM TR ANH 117,PROF&MGMT IN ARCH PRACTICE,18,50,2Q,"Fleishacker, Alan L.",Scheduled Final Exam-Dept Room
12808,202410,ARCH,311,001,Architecture,School of Architecture,Architecture,41,40,01:00PM - 02:15PM TR ANH 117,HOUSTON ARCHITECTURE,,,,"Fox, David S.",Scheduled Final Exam-Dept Room
10211,202410,BIOE,385,002,Bioengineering,School of Engineering,Bioengineering,9,0,01:00PM - 04:00PM W BRC 230,BIOMEDICAL INSTRUMENTATION LAB,,,,"Long, James",Scheduled Final Exam-Dept Room
10212,202410,BIOE,385,003,Bioengineering,School of Engineering,Bioengineering,18,0,01:00PM - 03:59PM R BRC 230,BIOMEDICAL INSTRUMENTATION LAB,,,,"Long, James",Scheduled Final Exam-Dept Room
12711,202410,BIOE,449,004,Bioengineering,School of Engineering,Bioengineering,10,12,01:00PM - 05:59PM T BRC 230,MED BIOENGINEERING WORKSHOP,10,12,L5,"Abidi, Sabia Z.",Scheduled Final Exam-Dept Room
13924,202410,BIOE,385,004,Bioengineering,School of Engineering,Bioengineering,17,0,01:00PM - 04:00PM M BRC 230,BIOMEDICAL INSTRUMENTATION LAB,,,,"Long, James",Scheduled Final Exam-Dept Room
15685,202410,BIOE,123,001,Bioengineering,School of Engineering,Bioengineering,10,30,12:00PM - 12:50PM M COB 130,BIAS AND MEDICAL DEVICE DESIGN,19,30,F1,"Abidi, Sabia Z.; Panahi, Hesam M.",Scheduled Final Exam-Dept Room
13563,202410,BIOS,202,002,Biosciences,School of Natural Sciences,Biosciences,18,30,09:00AM - 09:50AM MWF GRB 350,INTRODUCTORY BIOLOGY II,,,,"Siemann, Evan H.",Scheduled Final Exam-Dept Room
11549,202410,COMP,390,007,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Subramanian, Devika",Scheduled Final Exam-Dept Room
12133,202410,COMP,490,006,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Chen, Ang",Scheduled Final Exam-Dept Room
11854,202410,COMP,490,004,Computer Science,School of Engineering,Computer Science,1,0, -   TBA TBA,COMPUTER SCIENCE PROJECTS,,,,"Allen, Genevera I.",Scheduled Final Exam-Dept Room
11856,202410,COMP,491,001,Computer Science,School of Engineering,Computer Science,0,0, -   TBA TBA,COMPUTER SCIENCE TEACHING,,,,"Cox, Alan L.",Scheduled Final Exam-Dept Room
12575,202410,ELEC,426,001,Electrical & Comp. Engineering,School of Engineering,Electrical & Computer Eng.,0,25,12:00PM - 02:30PM F DCH 1070,ADV DIGITAL IC DESIGN,8,25,5D,"Yang, Kaiyuan",Scheduled Final Exam-Dept Room
10355,202410,ENGI,120,001,Engineering,School of Engineering,Engineering Division,2,8,10:50AM - 12:05PM TR OED 114,INTRO TO ENGINEERING DESIGN,4,8,AB,"Holmes, Kevin; Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
10417,202410,ENGI,120,002,Engineering,School of Engineering,Engineering Division,4,24,01:00PM - 02:15PM TR OED 114,INTRO TO ENGINEERING DESIGN,7,24,AC,"Bisesti, Heather; Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
10545,202410,ENGI,200,001,Engineering,School of Engineering,Engineering Division,13,30,04:00PM - 06:50PM W TBA TBA,ENGINEERING DESIGN STUDIO,,,,"Oden, Zillah M.; Holmes, Kevin",Scheduled Final Exam-Dept Room
13642,202410,ENGI,220,001,Engineering,School of Engineering,Engineering Division,2,4,10:50AM - 12:05PM TR OED 114,INTRO TO ENGINEERING DESIGN II,4,8,AB,"Holmes, Kevin; Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
13643,202410,ENGI,220,002,Engineering,School of Engineering,Engineering Division,3,4,01:00PM - 02:15PM TR OED 114,INTRO TO ENGINEERING DESIGN II,7,24,AC,"Bisesti, Heather; Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
14734,202410,ENGI,300,001,Engineering,School of Engineering,Engineering Division,0,0,04:00PM - 06:50PM W OED 114,ENGINEERING DESIGN WORKSHOP,,,,"Oden, Zillah M.",Scheduled Final Exam-Dept Room
15813,202410,ENGI,355,002,Engineering,School of Engineering,Engineering Division,13,20,02:00PM - 03:15PM WF TBA TBA,DIGITAL DESIGN & VISUALIZATION,,,,"Bisesti, Heather",Scheduled Final Exam-Dept Room
16470,202410,ENGI,120,003,Engineering,School of Engineering,Engineering Division,3,3,10:50AM - 12:05PM TR OED 114,INTRO TO ENGINEERING DESIGN,,,,"Hunter, Deirdre-Annaliese N.; Holmes, Kevin",Scheduled Final Exam-Dept Room
16473,202410,ENGI,220,003,Engineering,School of Engineering,Engineering Division,1,1, -   TBA TBA,INTRO TO ENGINEERING DESIGN II,,,,"Bisesti, Heather; Hunter, Deirdre-Annaliese N.",Scheduled Final Exam-Dept Room
16359,202410,MATH,423,002,Mathematics,School of Natural Sciences,Mathematics,0,30,09:25AM - 10:40AM TR HUM 227,PARTIAL DIFFERENTIAL EQNS I,6,30,40,"de Hoop, Maarten V.",Scheduled Final Exam-Dept Room
11795,202410,MECH,490,005,Mechanical Engineering,School of Engineering,Mechanical Engineering,2,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Trevas, David A.",Scheduled Final Exam-Dept Room
11847,202410,MECH,490,006,Mechanical Engineering,School of Engineering,Mechanical Engineering,2,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Higgs, Cecil F.",Scheduled Final Exam-Dept Room
11853,202410,MECH,490,007,Mechanical Engineering,School of Engineering,Mechanical Engineering,0,0, -   TBA TBA,MECH ENG RESEARCH PROJECTS,,,,"Ghorbel, Fathi H.",Scheduled Final Exam-Dept Room
11940,202410,MECH,203,001,Mechanical Engineering,School of Engineering,Mechanical Engineering,36,36,10:50AM - 12:05PM TR SEW 207,MECH ENG DESIGN TOOLS,,,,"Trevas, David A.",Scheduled Final Exam-Dept Room
11941,202410,MECH,203,002,Mechanical Engineering,School of Engineering,Mechanical Engineering,27,36,01:00PM - 02:15PM TR SEW 207,MECH ENG DESIGN TOOLS,,,,"Trevas, David A.",Scheduled Final Exam-Dept Room
10139,202410,MUSI,421,001,Music,School of Music,Music,17,30,10:00AM - 10:50AM MWF APB 1403,THE MODERN ERA,,,,"Kieffer, Alexandra L.",Scheduled Final Exam-Dept Room
10073,202410,NAVA,101,001,Naval Science,Dean of Undergraduates,Naval Science,9,20,10:50AM - 12:05PM TR TBA TBA,NAVAL ORIENTATION,,,,"Davis, Danyelle",Scheduled Final Exam-Dept Room
10419,202410,NAVA,403,001,Naval Science,Dean of Undergraduates,Naval Science,5,4,08:00AM - 09:15AM MW TBA TBA,NAVAL ENGINEERING,,,,"Davis, Danyelle",Scheduled Final Exam-Dept Room
11633,202410,NAVA,203,001,Naval Science,Dean of Undergraduates,Naval Science,5,5,08:00AM - 09:15AM TR TBA TBA,LEADERSHIP AND MANAGEMENT I,,,,"Kroeger, Eric",Scheduled Final Exam-Dept Room
14349,202410,FILM,434,001,Film,School of Humanities,Art,6,19,02:00PM - 05:50PM W SEW 301,COMPARATIVE FILM GENRE,,,,"Dove, Charles",Scheduled Final Exam-Dept Room
10310,202410,BUSI,310,002,Business,Jones School of Business,Business,97,100,02:30PM - 03:45PM MW MCN SHELL-108,LEADING IN ORGANIZATIONS,,,,"Wisneski, John",Scheduled Final Exam-Dept Room
10650,202410,BUSI,310,001,Business,Jones School of Business,Business,64,65,01:00PM - 02:15PM MW MCN 212,LEADING IN ORGANIZATIONS,,,,"Mooijman, Marlon",Scheduled Final Exam-Dept Room
11377,202410,BUSI,343,001,Business,Jones School of Business,Business,57,65,01:00PM - 02:15PM MW MCN 214,FINANCIAL MANAGEMENT,,,,"Butler, Alexander W.",Scheduled Final Exam-Dept Room
11378,202410,BUSI,343,002,Business,Jones School of Business,Business,62,65,02:30PM - 03:45PM MW MCN 214,FINANCIAL MANAGEMENT,,,,"Butler, Alexander W.",Scheduled Final Exam-Dept Room
11683,202410,BUSI,390,001,Business,Jones School of Business,Business,63,65,02:30PM - 03:45PM TR MCN 214,STRATEGIC MANAGEMENT,,,,"Piazza, Alessandro",Scheduled Final Exam-Dept Room
11945,202410,BUSI,461,001,Business,Jones School of Business,Business,40,45,01:00PM - 02:15PM TR COB 130,FINANCING THE STARTUP VENTURE,,,,"Nicholson, Andrew J.",Scheduled Final Exam-Dept Room
14299,202410,BUSI,305,003,Business,Jones School of Business,Business,58,65,09:25AM - 10:40AM TR MCN 212,FINANCIAL ACCOUNTING,,,,"Peyravan, Leila",Scheduled Final Exam-Dept Room
14303,202410,BUSI,401,001,Business,Jones School of Business,Business,62,65,11:00AM - 12:15PM MW MCN 214,FINANCIAL STATEMENT ANALYSIS,,,,"Rountree, Brian R.",Scheduled Final Exam-Dept Room
14344,202410,BUSI,395,002,Business,Jones School of Business,Business,17,20,"09:25AM - 10:40AM MW MCN 214, 01:00PM - 01:50PM W MCN 217",DATA ANALYTICS,56,65,MM,"Hamidieh, Kamal",Scheduled Final Exam-Dept Room
14345,202410,BUSI,395,001,Business,Jones School of Business,Business,21,25,"09:25AM - 10:40AM MW MCN 214, 12:00PM - 12:50PM W MCN 217",DATA ANALYTICS,56,65,MM,"Hamidieh, Kamal",Scheduled Final Exam-Dept Room
14391,202410,BUSI,395,003,Business,Jones School of Business,Business,18,20,"09:25AM - 10:40AM MW MCN 214, 06:00PM - 06:50PM W MCN 217",DATA ANALYTICS,56,65,MM,"Hamidieh, Kamal",Scheduled Final Exam-Dept Room
16285,202410,BUSI,222,001,Business,Jones School of Business,Business,40,45,04:00PM - 05:15PM MW COB 130,TECH PRODUCT DESIGN & DEV,,,,"Chan, Bryant W.; Sklar, Michael",Scheduled Final Exam-Dept Room
15807,202410,BUSI,224,001,Business,Jones School of Business,Business,9,30,12:00PM - 12:50PM M COB 130,BIAS AND MEDICAL DEVICE DESIGN,19,30,F1,"Abidi, Sabia Z.; Panahi, Hesam M.",Scheduled Final Exam-Dept Room
15535,202410,BUSI,430,001,Business,Jones School of Business,Business,61,65,11:00AM - 11:50AM MWF MCN 218,MANAGEMENT ACCOUNTING,,,,"Lansford, Benjamin N.",Scheduled Final Exam-Dept Room
15536,202410,BUSI,440,001,Business,Jones School of Business,Business,8,65,12:00PM - 12:50PM MWF MCN 218,AUDITING,,,,"Drakey, Kelly M.",Scheduled Final Exam-Dept Room
16017,202410,BUSI,305,004,Business,Jones School of Business,Business,53,65,02:30PM - 03:45PM TR MCN 212,FINANCIAL ACCOUNTING,,,,"Peyravan, Leila",Scheduled Final Exam-Dept Room
16083,202410,BUSI,343,003,Business,Jones School of Business,Business,26,40,09:25AM - 10:40AM MW MCN 217,FINANCIAL MANAGEMENT,,,,"Dittmar, Robert",Scheduled Final Exam-Dept Room
16383,202410,BUSI,310,003,Business,Jones School of Business,Business,91,100,04:00PM - 05:15PM MW MCN SHELL-108,LEADING IN ORGANIZATIONS,,,,"Wisneski, John",Scheduled Final Exam-Dept Room
12712,202410,GLHT,449,004,Global Health Technologies,School of Engineering,Global Health Technologies,0,12,01:00PM - 05:59PM T BRC 230,MED BIOENGINEERING WORKSHOP,10,12,L5,"Abidi, Sabia Z.",Scheduled Final Exam-Dept Room
15644,202410,MDHM,359,001,Medical Humanities,School of Humanities,Medical Humanities,35,40,10:50AM - 12:05PM TR HUM 119,RESPONSIBLE AI FOR HEALTH,,,,"Ostherr, Kirsten A.",Scheduled Final Exam-Dept Room
16311,202410,EEPS,430,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,19,03:00PM - 05:30PM T KWG 306,APPLIED STRATIGRAPHIC METHODS,5,38,6Y,"Ballentine, Dorothy E.; Sneider, John S.",Scheduled Final Exam-Dept Room
16357,202410,CMOR,405,002,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,0,30,09:25AM - 10:40AM TR HUM 227,PARTIAL DIFFERENTIAL EQNS I,6,30,40,"de Hoop, Maarten V.",Scheduled Final Exam-Dept Room
16471,202410,FWIS,188,004,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,5,5,01:00PM - 02:15PM TR OED 114,ENG DESIGN & COMMUNICATION,,,,"Hunter, Deirdre-Annaliese N.; Bisesti, Heather",Scheduled Final Exam-Dept Room
12948,202410,ANTH,200,003,Anthropology,School of Social Sciences,Anthropology,27,180,09:25AM - 10:40AM TR HRG 100,INTRO TO STUDY OF LANGUAGE,141,180,B1,"Crouch, Caroline Q.",Scheduled Online Final Exam
11155,202410,COMP,382,002,Computer Science,School of Engineering,Computer Science,109,0,"10:50AM - 12:05PM TR DCH 1055, 04:00PM - 05:15PM R KCK 100",REASONING ABOUT ALGORITHMS,227,0,XO,"Burke, Michael G.; Mamouras, Konstantinos",Scheduled Online Final Exam
11156,202410,COMP,382,003,Computer Science,School of Engineering,Computer Science,118,0,"10:50AM - 12:05PM TR DCH 1055, 05:30PM - 06:45PM R KCK 100",REASONING ABOUT ALGORITHMS,227,0,XO,"Burke, Michael G.; Mamouras, Konstantinos",Scheduled Online Final Exam
13529,202410,COMP,140,001,Computer Science,School of Engineering,Computer Science,66,0,02:30PM - 03:45PM TR BRK 101,COMPUTATIONAL THINKING,,,,"Johnson, David B.",Scheduled Online Final Exam
13530,202410,COMP,140,003,Computer Science,School of Engineering,Computer Science,66,0,01:00PM - 02:15PM TR BRK 101,COMPUTATIONAL THINKING,,,,"Myers, Risa B.",Scheduled Online Final Exam
13531,202410,COMP,140,002,Computer Science,School of Engineering,Computer Science,67,0,10:50AM - 12:05PM TR BRK 101,COMPUTATIONAL THINKING,,,,"Guzman Nateras, Luis F.",Scheduled Online Final Exam
13532,202410,COMP,140,004,Computer Science,School of Engineering,Computer Science,58,0,09:25AM - 10:40AM TR BRK 101,COMPUTATIONAL THINKING,,,,"Johnson, David B.",Scheduled Online Final Exam
13552,202410,COMP,140,901,Computer Science,School of Engineering,Computer Science,22,49,07:00PM - 08:15PM TR FULLY ONLINE,COMPUTATIONAL THINKING,,,,"Orooji, Marmar",Scheduled Online Final Exam
15509,202410,HIST,372,001,History,School of Humanities,History,8,25,09:25AM - 10:40AM TR HUM 327,IMMIGRATION AND THE STATE,,,,"Cohen, Gerard D.",Scheduled Online Final Exam
12809,202410,HUMA,315,001,Humanities,School of Humanities,Humanities Division,18,19,02:30PM - 03:45PM TR RZR 113,COMMUNICATION LAW,,,,"LaBove, Shannon D.",Scheduled Online Final Exam
