CRN,TERM_CODE,SUBJECT,COURSE_NUMBER,SECTION,SUBJECT_DESC,SCHOOL,DEPARTMENT,SECTION_ENROLLMENT,SECTION_MAX_ENROLLMENT,MEETINGS,COURSE_TITLE,CROSS_LIST_ENROLLMENT,CROSS_LIST_MAX_ENROLLMENT,CROSS_LIST_GROUP,INSTRUCTOR,EXAM_TYPE
10343,202410,COLL,200,001,College Course,Dean of Undergraduates,College Courses,1,0, -   TBA TBA,TEACHING PRACTICUM - BAKER,,,,"Duenas Osorio, Leonardo A.",No Final Exam
10344,202410,COLL,200,002,College Course,Dean of Undergraduates,College Courses,1,0, -   TBA TBA,TEACHING PRACTICUM - BROWN,,,,"Schuler, Douglas A.",No Final Exam
10345,202410,COLL,200,003,College Course,Dean of Undergraduates,College Courses,1,0, -   TBA TBA,TEACHING PRACTICUM - DUNCAN,,,,"King, Eden B.",No Final Exam
10346,202410,COLL,200,004,College Course,Dean of Undergraduates,College Courses,5,0, -   TBA TBA,TEACHING PRACTICUM - HANSZEN,,,,"Lopez Duran, Maria Fabiola",No Final Exam
10347,202410,COLL,200,005,College Course,Dean of Undergraduates,College Courses,0,0, -   TBA TBA,TEACHING PRACTICUM - JONES,,,,"Ball, Zachary T.",No Final Exam
10348,202410,COLL,200,006,College Course,Dean of Undergraduates,College Courses,0,0, -   TBA TBA,TEACHING PRACTICUM - LOVETT,,,,"Gustin, Michael",No Final Exam
10349,202410,COLL,200,007,College Course,Dean of Undergraduates,College Courses,1,0, -   TBA TBA,TEACHING PRACTICUM - MARTEL,,,,"Domingues da Silva, Daniel B.",No Final Exam
10350,202410,COLL,200,008,College Course,Dean of Undergraduates,College Courses,1,0, -   TBA TBA,TEACHING PRACTICUM - MCMURTRY,,,,"Bratter, Jenifer L.",No Final Exam
10351,202410,COLL,200,009,College Course,Dean of Undergraduates,College Courses,3,0, -   TBA TBA,TEACHING PRACTICUM - WILL RICE,,,,"Whitmire, Kenton H.",No Final Exam
10352,202410,COLL,200,010,College Course,Dean of Undergraduates,College Courses,0,0, -   TBA TBA,TEACHING PRACTICUM - SID RICH,,,,"Marschall, Melissa J.",No Final Exam
10353,202410,COLL,200,011,College Course,Dean of Undergraduates,College Courses,2,0, -   TBA TBA,TEACHING PRACTICUM - WIESS,,,,"Cunha, Flavio A.",No Final Exam
10407,202410,COLL,200,012,College Course,Dean of Undergraduates,College Courses,1,0, -   TBA TBA,TEACHING PRACT FYF PEER GUIDES,,,,"Lopez, Araceli",No Final Exam
12784,202410,COLL,300,001,College Course,Dean of Undergraduates,Center for Teaching Excellence,22,25,04:00PM - 05:30PM T HRG 129,PEDAGOGY FOR STDNT INSTRUCTORS,,,,"Hutchins, Marina E.",No Final Exam
15611,202410,COLL,114,001,College Course,Dean of Undergraduates,College Courses,12,19,07:00PM - 07:50PM W HUM 118,A LINGUISTIC TAKE ON CONLANGS,,,,"Katz, Zoe R.",No Final Exam
15800,202410,COLL,185,002,College Course,Dean of Undergraduates,College Courses,7,19,06:00PM - 06:50PM M HUM 118,EAST ASIA TELEVISION,,,,"Vallishayee, Rijuta",No Final Exam
15581,202410,COLL,153,001,College Course,Dean of Undergraduates,College Courses,12,19,07:00PM - 07:50PM R HUM 118,CINEMA AND THE INTERNET,,,,"Bedawi, Basma A.",No Final Exam
15582,202410,COLL,169,001,College Course,Dean of Undergraduates,College Courses,1,19,05:00PM - 05:50PM T DCH 1046,LEGAL INTERPRETATION,,,,"Fantine, Brandon J.",No Final Exam
15583,202410,COLL,172,001,College Course,Dean of Undergraduates,College Courses,13,19,08:00PM - 08:50PM R HUM 118,THE PERFECT HAIRCUT,,,,"Huang, Caleb D.",No Final Exam
15584,202410,COLL,175,001,College Course,Dean of Undergraduates,College Courses,11,15,06:00PM - 06:50PM R SEW 405,THE ALCHEMY OF ART,,,,"Li, Hannah X.",No Final Exam
15585,202410,COLL,108,001,College Course,Dean of Undergraduates,College Courses,11,19,07:00PM - 07:50PM R RZR 113,STAND-UP FOR YOURSELF,,,,"Kasner, Jacob A.; Taylor, Connor M.",No Final Exam
15586,202410,COLL,156,001,College Course,Dean of Undergraduates,College Courses,15,19,08:00PM - 08:50PM R RZR 106,MUSIC THAT DEFINED A CULTURE,,,,"Reko, John D.",No Final Exam
15588,202410,COLL,118,001,College Course,Dean of Undergraduates,College Courses,15,19,07:00PM - 07:50PM M RZR 106,ZERO TO FORTUNE 500,,,,"Stancil, Luke J.",No Final Exam
15602,202410,COLL,178,001,College Course,Dean of Undergraduates,College Courses,16,19,07:00PM - 07:50PM T RZR 106,A CUP OF CULTURE,,,,"Bitz, Matthew L.",No Final Exam
15603,202410,COLL,180,001,College Course,Dean of Undergraduates,College Courses,11,15,07:00PM - 07:50PM M HUM 118,STORYTELLING IN GAMES,,,,"Yennu, Meghna D.",No Final Exam
15604,202410,COLL,183,001,College Course,Dean of Undergraduates,College Courses,17,19,06:00PM - 06:50PM W SST 106,INTRO TO DJING,,,,"Mayer, Paul M.",No Final Exam
15605,202410,COLL,184,001,College Course,Dean of Undergraduates,College Courses,17,19,07:00PM - 07:50PM R RZR 123,FUNCTIONAL FIBER ARTS,,,,"Subramanian, Priyanka",No Final Exam
15607,202410,COLL,186,001,College Course,Dean of Undergraduates,College Courses,10,19,07:00PM - 07:50PM W DCH 1075,DEAD IN AMERICA-A CRASH COURSE,,,,"Pawawongsak, Tanya",No Final Exam
15608,202410,COLL,179,001,College Course,Dean of Undergraduates,College Courses,14,19,08:00PM - 08:50PM W HRG 126,"EAT, PRAY, LATKE",,,,"Rosen, Taylor M.",No Final Exam
15609,202410,COLL,188,001,College Course,Dean of Undergraduates,College Courses,10,12,06:00PM - 06:50PM M RZR 106,PHOTO BOOKS SINCE 1960,,,,"Li, Tianshu",No Final Exam
15610,202410,COLL,189,001,College Course,Dean of Undergraduates,College Courses,4,15,07:00PM - 07:50PM T HUM 118,BRIDGING ACADEMIA AND ACTIVISM,,,,"Kinzy, Tyler D.",No Final Exam
11682,202410,PLST,305,001,"Politics, Law, Social Thought",School of Humanities,Politics Law Social Thought,17,25,06:30PM - 09:20PM M HUM 119,INTRODUCTION TO LAW,,,,"Ramirez, Rodolfo",No Final Exam
11686,202410,PLST,401,001,"Politics, Law, Social Thought",School of Humanities,Politics Law Social Thought,18,0,06:30PM - 08:40PM W RZR 123,LEGAL PRACTICUM,,,,"LaBove, Shannon D.",No Final Exam
15645,202410,PLST,307,001,"Politics, Law, Social Thought",School of Humanities,Politics Law Social Thought,12,25,04:00PM - 05:15PM MW KRF 120,FOUNDATIONS OF AMERICAN LAW,,,,"Keyes, Evelyn V.",No Final Exam
12973,202410,CMST,201,001,Cinema and Media Studies,School of Humanities,Cinema and Media Studies,19,25,02:30PM - 03:45PM TR RZR 106,HISTORY OF CINEMA AND MEDIA I,23,25,B3,"Blumenthal-Barby, Martin",No Final Exam
12785,202410,DSCI,101,001,Data Science,School of Engineering,Data Science,47,50,"04:00PM - 05:15PM MW DCH Sym II Lab, 04:00PM - 06:00PM T DCH Sym II Lab",INTRO TO DATA SCIENCE,,,,"Chen, Su",No Final Exam
14510,202410,DSCI,305,002,Data Science,School of Engineering,Data Science,40,40,10:50AM - 12:05PM TR ABL 130,"DATA, ETHICS, AND SOCIETY",,,,"Petrick, Elizabeth R.",No Final Exam
14866,202410,DSCI,435,002,Data Science,School of Engineering,Data Science,15,50,04:00PM - 05:30PM MW OES 130,DATA SCIENCE PROJECTS,52,50,33,"Barman, Arko; Lan, Xinjie",No Final Exam
15679,202410,MDEM,271,001,Medieval/Early Modern Studies,School of Humanities,Medieval/Early Modern Studies,3,20,09:25AM - 10:40AM TR HUM 226,MEDIEVAL POPULAR CHRISTIANITY,6,20,B0,"Zaytseva, Arina",No Final Exam
15814,202410,AMCI,400,001,Ancient Mediterranean Civil,School of Humanities,Ancient Mediterranean Civil,1,0, -   TBA TBA,AMC HONORS THESIS,,,,"Somerville, Ted",No Final Exam
10575,202410,EMSP,491,001,Emergency Med Studies/Practice,School of Natural Sciences,Kinesiology,2,0, -   TBA TBA,EMS RESEARCH COURSE,,,,"Basgall, Lisa M.",No Final Exam
10615,202410,EMSP,492,001,Emergency Med Studies/Practice,School of Natural Sciences,Kinesiology,0,0, -   TBA TBA,EMS RESEARCH COURSE,,,,"Basgall, Lisa M.",No Final Exam
15631,202410,LALX,332,001,Latin American/Latinx Studies,School of Humanities,Modrn & Classicl Lit & Culture,34,35,10:00AM - 10:50AM MWF PCF 4,U.S. LATINE MENTAL HEALTH,,,,"Turi, Luziris P.",No Final Exam
14406,202410,LALX,158,001,Latin American/Latinx Studies,School of Humanities,Modrn & Classicl Lit & Culture,25,33,01:00PM - 02:15PM TR RZR 123,INTRO LATIN AMERICAN STUDIES,28,33,F6,"Branigan, Claire",No Final Exam
15348,202410,LALX,350,001,Latin American/Latinx Studies,School of Humanities,Modrn & Classicl Lit & Culture,7,25,04:00PM - 05:15PM TR RZR 304,"PIRATES, REBELS, NARCOS",,,,"Esch, Sophie",No Final Exam
15770,202410,ARCR,478,001,Americas Research Center,School of Humanities,Americas Research Center,0,0,01:00PM - 01:50PM MWF RZR 123,THE CARIBBEAN IN FRENCH,2,20,E5,"Sainte-Claire, Linsey",No Final Exam
13254,202410,EEPS,481,006,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Dee, Sylvia G.",No Final Exam
13260,202410,EEPS,403,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,65,12:00PM - 12:50PM F BRK 103,SEMINAR: DEPARTMENT  RESEARCH,13,130,3E,"Niu, Fenglin",No Final Exam
13264,202410,EEPS,481,011,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,2,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Masiello, Caroline A.",No Final Exam
13265,202410,EEPS,481,012,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Morgan, Julia K.",No Final Exam
13266,202410,EEPS,481,002,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Dasgupta, Rajdeep",No Final Exam
13267,202410,EEPS,481,017,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,1,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Siebach, Kirsten L.",No Final Exam
13269,202410,EEPS,481,020,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"French, Melodie E.",No Final Exam
13270,202410,EEPS,481,021,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Torres, Mark A.",No Final Exam
13274,202410,EEPS,448,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,19,"10:50AM - 12:05PM TR KWG 128, 01:00PM - 03:50PM R KWG 128",EXPLORATION GEOPHYSICS,6,38,2Z,"Zelt, Colin A.",No Final Exam
13275,202410,EEPS,491,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,SPECIAL STUDY FOR UNDERGRADS,,,,"Ajo-Franklin, Jonathan B.",No Final Exam
13276,202410,EEPS,491,002,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,SPECIAL STUDY FOR UNDERGRADS,,,,"Dasgupta, Rajdeep",No Final Exam
13277,202410,EEPS,391,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,EARTH SCIENCE FIELD EXPERIENCE,,,,"Morgan, Julia K.",No Final Exam
13278,202410,EEPS,405,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,65,"12:00PM - 12:50PM W KWG 100, 04:00PM - 05:50PM R KWG 100",SEM:CURR RESRCH EARTH SCIENCE,6,130,3L,"Niu, Fenglin; Morgan, Julia K.",No Final Exam
13373,202410,EEPS,481,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Ajo-Franklin, Jonathan B.",No Final Exam
13377,202410,EEPS,401,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,2,19,02:00PM - 02:50PM F TBA TBA,SEM: UG HONORS THESIS,,,,"Torres, Mark A.",No Final Exam
13386,202410,EEPS,114,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,11,19,04:00PM - 04:50PM T KWG 100,DISCOVERIES IN EEPS SEMINAR,,,,"Morgan, Julia K.",No Final Exam
13808,202410,EEPS,491,011,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,SPECIAL STUDY FOR UNDERGRADS,,,,"Masiello, Caroline A.",No Final Exam
13845,202410,EEPS,481,010,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Lenardic, Adrian",No Final Exam
13972,202410,EEPS,481,009,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,0,0, -   TBA TBA,UNDERGR RESEARCH EARTH SCIENCE,,,,"Lee, Cin-Ty A.",No Final Exam
15826,202410,EEPS,480,001,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,17,65,01:00PM - 01:50PM T DCH 1070,ENERGY TRANSITION SEMINAR,49,65,20,"Zelt, Colin A.",No Final Exam
16423,202410,EEPS,491,012,Earth/Environmnt/Planetary Sci,School of Natural Sciences,Earth/Environmnt/Planetary Sci,1,0, -   TBA TBA,SPECIAL STUDY FOR UNDERGRADS,,,,"Morgan, Julia K.",No Final Exam
14628,202410,FOTO,205,001,Photography,School of Humanities,Art,8,0,03:00PM - 05:30PM W SEW 276A,INTRODUCTION TO PHOTOGRAPHY,,,,"Chen, Angela",No Final Exam
15430,202410,FOTO,477,001,Photography,School of Humanities,Art,6,18,10:00AM - 11:50AM MW SEW 276A,PHOTOGRAPHY METHODS & PRACTICE,,,,"Chen, Angela; Hong, Kevin",No Final Exam
15381,202410,FOTO,210,001,Photography,School of Humanities,Art,10,0,10:50AM - 12:05PM TR SEW 276A,BEGINNING DIGITAL PHOTOGRAPHY,10,0,D5,"Winningham, Geoffrey L.",No Final Exam
15382,202410,FOTO,210,004,Photography,School of Humanities,Art,8,0,04:00PM - 05:15PM TR SEW 276A,BEGINNING DIGITAL PHOTOGRAPHY,8,0,D9,"Winningham, Geoffrey L.",No Final Exam
15383,202410,FOTO,210,005,Photography,School of Humanities,Art,9,0,03:00PM - 05:30PM M SEW 276A,BEGINNING DIGITAL PHOTOGRAPHY,9,0,E2,"Chen, Angela",No Final Exam
16073,202410,FOTO,395,001,Photography,School of Humanities,Art,5,0, -   TBA TBA,SPEC PROB:PHOTOGRAPHY,,,,"Winningham, Geoffrey L.",No Final Exam
16436,202410,FOTO,205,002,Photography,School of Humanities,Art,5,0,03:00PM - 05:30PM M HRZ B02,INTRODUCTION TO PHOTOGRAPHY,,,,"Mays, Devin T.",No Final Exam
10524,202410,MSNE,490,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,0,0, -   TBA TBA,MATERIAL SCIENCE RESEARCH PROJ,,,,"Vajtai, Robert",No Final Exam
10525,202410,MSNE,490,002,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,1,0, -   TBA TBA,MATERIAL SCIENCE RESEARCH PROJ,,,,"Lou, Jun",No Final Exam
13549,202410,MSNE,450,002,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,3,5,03:00PM - 03:50PM R DCH 1055,MATERIALS SCIENCE SEMINAR,77,85,XM,"Vajtai, Robert",No Final Exam
13550,202410,MSNE,451,002,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,8,10,03:00PM - 03:50PM R DCH 1055,MATERIALS SCIENCE SEMINAR,77,85,XM,"Vajtai, Robert",No Final Exam
13735,202410,MSNE,490,003,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,0,0, -   TBA TBA,MATERIAL SCIENCE RESEARCH PROJ,,,,"Zhu, Hanyu",No Final Exam
15775,202410,MSNE,407,002,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,10,0,01:00PM - 02:15PM TR HRZ 211,CAPSTONE DESIGN PROJECT I,,,,"Zednik, Ricardo J.",No Final Exam
15783,202410,MSNE,490,004,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,1,0, -   TBA TBA,MATERIAL SCIENCE RESEARCH PROJ,,,,"Tour, James M.",No Final Exam
14382,202410,MSNE,491,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,0,0, -   TBA TBA,SUPERVISED RESEARCH,,,,"Zhu, Hanyu",No Final Exam
14649,202410,MSNE,304,003,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,15,0,"12:30PM - 01:45PM M GRB W212, 12:30PM - 01:45PM W GRB W212",MATERIALS SCIENCE JUNIOR LAB,,,,"Zhu, Hanyu",No Final Exam
15675,202410,MSNE,222,001,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,13,30,09:25AM - 10:40AM TR SST 106,BIOMIMETIC MATERIALS,14,40,6W,"Vajtai, Robert",No Final Exam
16035,202410,MSNE,490,005,Materials Science & NanoEng,School of Engineering,Materials Science & NanoEng,1,0, -   TBA TBA,MATERIAL SCIENCE RESEARCH PROJ,,,,"Ajayan, Pulickel M.",No Final Exam
12629,202410,MUCH,423,001,Museums and Cultural Heritage,School of Humanities,Museums and Cultural Heritage,1,0,12:00PM - 02:30PM F SEW 460,PRACTICUM IN CULTURAL HERITAGE,,,,"Morgan, Molly",No Final Exam
16049,202410,MUCH,238,001,Museums and Cultural Heritage,School of Humanities,Museums and Cultural Heritage,6,12,10:00AM - 12:30PM F HRG 124,ARTS IN THE PROFESSIONAL WORLD,,,,"Regier, Franziska",No Final Exam
15167,202410,CMOR,490,001,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,2,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Chan, Jesse L.",No Final Exam
15168,202410,CMOR,490,002,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,0,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"de Hoop, Maarten V.",No Final Exam
15175,202410,CMOR,492,001,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,15,20,04:00PM - 04:50PM T DCH 1046,SENIOR DESIGN PROJECT I,,,,"Hicks, Illya V.",No Final Exam
15181,202410,CMOR,490,003,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,0,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Heinkenschloss, Matthias",No Final Exam
15182,202410,CMOR,490,004,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,0,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Hicks, Illya V.",No Final Exam
15183,202410,CMOR,490,005,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,0,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Ma, Shiqian",No Final Exam
15184,202410,CMOR,490,006,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,1,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Pang, Guodong",No Final Exam
15185,202410,CMOR,490,007,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,0,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Perez Salazar, Sebastian",No Final Exam
15186,202410,CMOR,490,008,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,0,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Riviere, Beatrice",No Final Exam
15187,202410,CMOR,490,009,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,1,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Schaefer, Andrew J.",No Final Exam
15188,202410,CMOR,490,010,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,0,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Tapia, Richard A.",No Final Exam
16323,202410,CMOR,495,002,Comp Appl Math Operations Rsch,School of Engineering,Comp Appl Math Operations Rsch,11,45,04:00PM - 05:15PM R DCH 1046,LOSING THE PRECIOUS FEW,,,,"Tapia, Richard A.",No Final Exam
10739,202410,FWIS,100,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,12,15,10:00AM - 10:50AM MWF GRB W211,INTRO TO ACADEMIC WRITING,,,,"Springer, Allison E.",No Final Exam
10740,202410,FWIS,100,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,15,15,10:00AM - 10:50AM MWF HUM 120,INTRO TO ACADEMIC WRITING,,,,"Boffone, Trevor J.",No Final Exam
10741,202410,FWIS,100,003,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,15,15,11:00AM - 11:50AM MWF HUM 118,INTRO TO ACADEMIC WRITING,,,,"Boffone, Trevor J.",No Final Exam
10742,202410,FWIS,100,006,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,12,15,03:00PM - 03:50PM MWF RZR 205,INTRO TO ACADEMIC WRITING,,,,"Cummins-Munoz, Elizabeth A.",No Final Exam
10743,202410,FWIS,100,008,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,14,15,10:50AM - 12:05PM TR RZR 205,INTRO TO ACADEMIC WRITING,,,,"Bharadwaj, Vasudha",No Final Exam
11529,202410,FWIS,100,004,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,15,15,09:00AM - 09:50AM MWF HUM 120,INTRO TO ACADEMIC WRITING,,,,"Boffone, Trevor J.",No Final Exam
11530,202410,FWIS,100,007,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,10,15,09:25AM - 10:40AM TR RZR 205,INTRO TO ACADEMIC WRITING,,,,"Bharadwaj, Vasudha",No Final Exam
11763,202410,FWIS,100,009,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,11,15,09:25AM - 10:40AM TR MCA 103,INTRO TO ACADEMIC WRITING,,,,"Graham, Lindsay D.",No Final Exam
12569,202410,FWIS,115,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,8,16,10:00AM - 11:30AM MW ABL 126,EXPLORING BIOLOGICAL RESEARCH,,,,"Beason-Abmayr, K. Beth",No Final Exam
12758,202410,FWIS,100,005,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,14,15,01:00PM - 01:50PM MWF SEW 101,INTRO TO ACADEMIC WRITING,,,,"Neill, Heather E.",No Final Exam
12777,202410,FWIS,100,011,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,15,15,11:00AM - 11:50AM MWF HRG 126,INTRO TO ACADEMIC WRITING,,,,"Pett, Scott A.",No Final Exam
12778,202410,FWIS,100,010,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,14,15,01:00PM - 02:15PM TR SEW 562,INTRO TO ACADEMIC WRITING,,,,"Bharadwaj, Vasudha",No Final Exam
12906,202410,FWIS,100,012,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,15,15,02:30PM - 03:45PM TR RZR 305,INTRO TO ACADEMIC WRITING,,,,"Richardson, Laura K.",No Final Exam
12907,202410,FWIS,100,013,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,8,15,04:00PM - 05:15PM TR RZR 305,INTRO TO ACADEMIC WRITING,,,,"Richardson, Laura K.",No Final Exam
12913,202410,FWIS,142,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,15,16,09:25AM - 10:40AM TR MCA 237,WATER AND CITIES,,,,"Metcalf, Alida C.",No Final Exam
13538,202410,FWIS,151,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,02:00PM - 02:50PM MWF GRW 160A,MAKING SENSE OF OURSELVES,,,,"Nixon, Burke T.",No Final Exam
13539,202410,FWIS,151,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,03:00PM - 03:50PM MWF GRW 160A,MAKING SENSE OF OURSELVES,,,,"Nixon, Burke T.",No Final Exam
15699,202410,FWIS,122,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,14,16,01:00PM - 02:15PM TR RZR 205,CONVERSATIONS WITH SOCRATES,,,,"Mackie, Hilary S.",No Final Exam
14003,202410,FWIS,181,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,01:00PM - 02:15PM TR GRW 160A,AFRICAN AMERICAN GRAPHIC NOVEL,,,,"Messmer, David K.",No Final Exam
15700,202410,FWIS,178,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,0,0,"09:25AM - 10:40AM TR MCA 210, 06:00PM - 09:00PM M MCA 130",JESUS CHRIST MOVIE STAR,,,,"DeConick, April D.",No Final Exam
14685,202410,FWIS,196,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,09:00AM - 09:50AM MWF HRG 125,BUSINESS IN LITERATURE & FILM,,,,"Pett, Scott A.",No Final Exam
14703,202410,FWIS,141,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,02:30PM - 03:45PM TR MCA 237,TECHNOLOGIES OF TASTE,,,,"Woudstra, Els W.",No Final Exam
14704,202410,FWIS,141,002,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,04:00PM - 05:15PM TR MCA 237,TECHNOLOGIES OF TASTE,,,,"Woudstra, Els W.",No Final Exam
14788,202410,FWIS,103,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,10:50AM - 12:05PM TR RZR 106,TRUE CRIME AND CRIME FICTION,,,,"Woudstra, Els W.",No Final Exam
14955,202410,FWIS,100,014,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,3,15,10:50AM - 12:05PM TR MCA 103,INTRO TO ACADEMIC WRITING,,,,"Graham, Lindsay D.",No Final Exam
15697,202410,FWIS,119,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,09:00AM - 09:50AM MWF HRG 224,THE BEAUTY OF THE BEAST,,,,"Cook, Nina E.",No Final Exam
15698,202410,FWIS,128,001,First-Yr Writing Intensive Sem,Dean of Undergraduates,First-Year Writing Intensive,16,16,04:00PM - 05:15PM TR MCA 103,THE AUTOMOBILE IN U.S. FILM,,,,"Burch, Paul W.",No Final Exam
